"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"Ctdspl",2.29971569837316e-218,0.768668386447321,0.582,0.104,3.68989383803973e-214,"0"
"Gja1",2.50894204567959e-218,0.8806484516707,0.506,0.064,4.0255975122929e-214,"0"
"Cxcl9",4.2643855764116e-218,1.08405794996192,0.411,0.024,6.84220665735242e-214,"0"
"Jcad",9.09034298220685e-218,0.65149436692959,0.446,0.038,1.45854553149509e-213,"0"
"Mapk12",1.25140039505137e-217,0.595414475920829,0.437,0.034,2.00787193385993e-213,"0"
"Slk",3.99271955906218e-216,0.876939370875069,0.694,0.199,6.40631853251527e-212,"0"
"Tlnrd1",3.40510041158947e-215,0.654188338974136,0.512,0.069,5.46348361039531e-211,"0"
"Nckap1",4.43567289324246e-215,0.740540929967037,0.62,0.133,7.11703715720753e-211,"0"
"Tpst2",4.75082724458313e-215,0.805608270828342,0.655,0.167,7.62270231393364e-211,"0"
"Ctla2a",2.75526816610986e-214,0.824765414675814,0.553,0.093,4.42082777252327e-210,"0"
"Sbf2",9.85484793892045e-214,0.791889223043145,0.642,0.156,1.58121035179979e-209,"0"
"Cnksr3",2.23152064110864e-213,0.661977310149126,0.471,0.05,3.58047486865882e-209,"0"
"Tnfsf10",2.48828887020545e-213,0.641279736818596,0.473,0.051,3.99245949224465e-209,"0"
"Sypl",4.15208062382636e-213,0.838202176504849,0.696,0.201,6.6620133609294e-209,"0"
"Klf4",6.48775901754746e-213,1.12235419556015,0.606,0.127,1.04096093436549e-208,"0"
"Pxdn",4.54971765543537e-212,0.702777165173656,0.579,0.107,7.30002197814606e-208,"0"
"Gm10605",5.48490213285657e-212,0.555800910752253,0.382,0.018,8.80052547216837e-208,"0"
"Gnb1",1.18873902400737e-211,0.820847602971768,0.883,0.524,1.90733176401982e-207,"0"
"Gpr155",1.24432425449746e-211,0.628297073053325,0.42,0.031,1.99651826634118e-207,"0"
"Efnb1",3.39655636942704e-211,1.33819543966599,0.534,0.098,5.44977469474569e-207,"0"
"Ccm2l",6.00931339477835e-211,0.538617208459176,0.383,0.019,9.64194334192186e-207,"0"
"Bgn",5.4693643092061e-210,-0.714655770966037,0.828,0.379,8.77559503412119e-206,"0"
"Dchs1",6.30553628765714e-210,0.541520800183106,0.386,0.02,1.01172329735459e-205,"0"
"Mxd4",2.35306056340728e-209,0.886164444829585,0.833,0.417,3.77548567398698e-205,"0"
"Ptk2",4.27679184740877e-209,0.650607841319437,0.512,0.073,6.86211251916737e-205,"0"
