"gene_short_name","p_value","morans_test_statistic","morans_I","status","q_value"
"Asap1",3.62170681933475e-98,20.9952804994559,0.326777697530852,"OK",1.06182169045958e-96
"Efr3a",3.03149177262998e-25,10.3144461994842,0.159451522577336,"OK",2.13935919838184e-24
"Tmem71",5.95046915880567e-09,5.70113922758202,0.0858779422080057,"OK",2.00686533501488e-08
"Phf20l1",4.7465952800779e-32,11.7249724615872,0.181519366808601,"OK",4.16779443430642e-31
"Wisp1",2.55889257528763e-06,4.55990055096078,0.0687016810972528,"OK",7.10991247761517e-06
"Ndrg1",1.02668282588924e-34,12.2337118345916,0.188822167615861,"OK",9.63435698218422e-34
"St3gal1",1.26134906360482e-10,6.32558816775582,0.096899515070105,"OK",4.73858161732623e-10
"Khdrbs3",1.31957121670557e-20,9.23269194231913,0.142485847440177,"OK",7.94396160157477e-20
"Chrac1",5.30189743479462e-40,13.1857191583515,0.204423168916711,"OK",5.69633811351848e-39
"Ago2",1.22767965916129e-14,7.62420865865146,0.117239471895844,"OK",5.79167179812818e-14
"Ptk2",2.65108239271537e-05,4.04189202434733,0.061053090514726,"OK",6.71417775984919e-05
"Dennd3",1.39453359168408e-10,6.31007142667877,0.0927216940867022,"OK",5.22128402004276e-10
"Gpr20",8.34709681273018e-14,7.3729110057809,0.0796206815183163,"OK",3.76332473734676e-13
"Ptp4a3",1.56991781524631e-23,9.92816396204083,0.152930038454806,"OK",1.04090632656536e-22
"Arc",2.91922504979301e-07,4.99648570531387,0.0529658210279548,"OK",8.74475573892199e-07
"Them6",6.76153608697797e-07,4.83190803685487,0.0731665143853905,"OK",1.97196691274022e-06
"Ly6e",9.48845305648414e-119,23.1385070644651,0.358480040297849,"OK",3.58534556270255e-117
"Ly6a",1.04601980305524e-47,14.4624539757408,0.224367284197148,"OK",1.3143209276807e-46
"Ly6c1",7.82609095230209e-29,11.0802004090731,0.120584738579255,"OK",6.22611181582126e-28
"Gpihbp1",0,43.7382178537004,0.661551452391156,"OK",0
"Zfp41",1.87363399565133e-09,5.89497998531953,0.0881076102532324,"OK",6.53714344336618e-09
"Gsdmd",6.58736970239974e-10,6.06525141739159,0.092698199558113,"OK",2.36731697892334e-09
"Eef1d",2.2344278888989e-70,17.6964122190637,0.275052805577498,"OK",4.37554382067649e-69
"Scrib",4.74165034758727e-05,3.90344525854778,0.0584631499544718,"OK",0.000117339075840468
"Puf60",7.86791099831346e-12,6.74094643185311,0.10345097945005,"OK",3.18646301825556e-11
"Plec",5.54190426743022e-23,9.80158005256212,0.151332666331378,"OK",3.60536421376321e-22
"Grina",6.57764544499632e-24,10.0145547590801,0.154757439886054,"OK",4.43101619591964e-23
"Oplah",2.88267327165798e-08,5.42593026902715,0.0815516817439037,"OK",9.28947577999823e-08
"Exosc4",3.10289880610118e-08,5.41276770294059,0.0824240753825072,"OK",9.96614990992019e-08
"Gpaa1",0.000219579224659177,3.51535987177934,0.0527177277729167,"OK",0.000507257659815117
"Cyc1",1.70949681372144e-06,4.64389621313661,0.0705629152479157,"OK",4.82302399347868e-06
"Maf1",4.03060510976865e-23,9.83368716718766,0.151837710847236,"OK",2.63096269806618e-22
"Mroh1",3.03204527752809e-05,4.01030289261803,0.0602378179013131,"OK",7.64542936193025e-05
"Dgat1",1.2433348992249e-05,4.21600615113244,0.0634170376467241,"OK",3.24496860203406e-05
"Fbxl6",3.40424451217851e-08,5.39615301084803,0.0820945916926498,"OK",1.08891059308804e-07
"Adck5",0.000410188161596059,3.34582676594356,0.0497626653688351,"OK",0.000916579488980543
"Slc39a4",0.000208408590428383,3.52920051584703,0.0369407400548661,"OK",0.000483172738017733
"Vps28",3.08343820193769e-05,4.00633272030526,0.0605579551779087,"OK",7.76244597796991e-05
"Cyhr1",8.05136485784635e-55,15.5492311492572,0.241516159345547,"OK",1.17804180551647e-53
"C030006K11Rik",1.05591975208461e-05,4.25272595835672,0.0640710287998544,"OK",2.77913080311972e-05
"Rpl8",9.59105904006995e-50,14.7818509857655,0.228005346817253,"OK",1.26322848676657e-48
"1110038F14Rik",3.70847015433284e-64,16.8704972315298,0.262188869782634,"OK",6.4434668931533e-63
"Rbfox2",3.5758603810506e-22,9.61147476979807,0.148368524622868,"OK",2.27591964072755e-21
"Apol9a",6.97161427425868e-06,4.34475327735587,0.0637179489111292,"OK",1.86612948799276e-05
"Apol11b",1.64848948356613e-07,5.1056279008906,0.0532980423230037,"OK",5.01341751907747e-07
"Apol9b",1.48588365391231e-07,5.12522874333164,0.0759686441266346,"OK",4.53751210751409e-07
"Myh9",9.32080391394126e-111,22.3305980494629,0.347337439857041,"OK",3.2174340428434e-109
"Txn2",7.71302375733931e-16,7.97348569541269,0.122757951208651,"OK",3.83875811554534e-15
"Eif3d",2.39628695482221e-23,9.88589965085412,0.152751618634955,"OK",1.57873022905934e-22
"Ift27",1.08304301334694e-51,15.0808059527057,0.234044509004412,"OK",1.47901873963028e-50
"Tst",1.58959508903666e-05,4.16023592444049,0.0629466525103238,"OK",4.10940158520802e-05
"Mpst",1.75086266830934e-12,6.95595866400582,0.106736477123275,"OK",7.39284784926491e-12
"Kctd17",4.75345020390615e-05,3.90284394027297,0.0588962442909699,"OK",0.000117612385210443
"C1qtnf6",1.51250855997015e-24,10.1588896595852,0.156972440499627,"OK",1.04559206312679e-23
"Mfng",4.74872618778459e-11,6.47474129561885,0.0803125137450877,"OK",1.83081152281898e-10
