,cluster,Immune,Fraction
1608,B,Monocyte,0.766026642
1609,B,Monocyte,0.883386091
1610,B,Monocyte,0.822936838
1611,A,Natural killer T cell,0.441908192
1612,B,Natural killer T cell,0.444985738
1613,B,Natural killer T cell,0.412955282
1614,B,Natural killer T cell,0.48031726
1615,B,Natural killer T cell,0.421286252
1616,A,Natural killer T cell,0.424048904
1617,A,Natural killer T cell,0.54941768
1618,A,Natural killer T cell,0.449605671
1619,B,Natural killer T cell,0.499592523
1620,B,Natural killer T cell,0.41861061
1621,A,Natural killer T cell,0.417617591
1622,A,Natural killer T cell,0.451617714
1623,B,Natural killer T cell,0.464040279
1624,B,Natural killer T cell,0.456559094
1625,B,Natural killer T cell,0.457739648
1626,A,Natural killer T cell,0.411786402
1627,B,Natural killer T cell,0.47341147
1628,A,Natural killer T cell,0.438524051
1629,B,Natural killer T cell,0.349827398
1630,B,Natural killer T cell,0.431842945
1631,B,Natural killer T cell,0.535567588
1632,B,Natural killer T cell,0.415892214
1633,B,Natural killer T cell,0.431732158
1634,B,Natural killer T cell,0.373209864
1635,A,Natural killer T cell,0.413315153
1636,A,Natural killer T cell,0.454845887
1637,A,Natural killer T cell,0.432010731
1638,B,Natural killer T cell,0.458709163
1639,B,Natural killer T cell,0.505588788
1640,A,Natural killer T cell,0.503758855
1641,A,Natural killer T cell,0.441853118
1642,B,Natural killer T cell,0.429952144
1643,B,Natural killer T cell,0.489215822
1644,A,Natural killer T cell,0.466650125
1645,B,Natural killer T cell,0.427503648
1646,B,Natural killer T cell,0.440056394
1647,A,Natural killer T cell,0.500227731
1648,A,Natural killer T cell,0.432571298
1649,A,Natural killer T cell,0.422846852
1650,A,Natural killer T cell,0.513189277
1651,B,Natural killer T cell,0.469640813
1652,B,Natural killer T cell,0.437884571
1653,A,Natural killer T cell,0.444451139
1654,A,Natural killer T cell,0.454469058
1655,A,Natural killer T cell,0.445766505
1656,B,Natural killer T cell,0.429651627
1657,B,Natural killer T cell,0.466270516
1658,B,Natural killer T cell,0.448815211
1659,B,Natural killer T cell,0.449151358
1660,B,Natural killer T cell,0.453307808
1661,B,Natural killer T cell,0.482539949
1662,B,Natural killer T cell,0.42389087
1663,B,Natural killer T cell,0.465655476
1664,B,Natural killer T cell,0.466796404
1665,B,Natural killer T cell,0.449296707
1666,B,Natural killer T cell,0.374028941
1667,A,Natural killer T cell,0.440772644
1668,B,Natural killer T cell,0.497598929
1669,B,Natural killer T cell,0.440236786
1670,B,Natural killer T cell,0.432013407
1671,B,Natural killer T cell,0.455310766
1672,A,Natural killer T cell,0.444979835
1673,A,Natural killer T cell,0.451817656
1674,A,Natural killer T cell,0.405795948
1675,B,Natural killer T cell,0.400783872
1676,B,Natural killer T cell,0.469220984
1677,B,Natural killer T cell,0.431503491
1678,A,Natural killer T cell,0.487527559
1679,A,Natural killer T cell,0.488528159
1680,B,Natural killer T cell,0.395972952
1681,B,Natural killer T cell,0.42455846
1682,A,Natural killer T cell,0.471175446
1683,B,Natural killer T cell,0.413169188
1684,B,Natural killer T cell,0.420298055
1685,B,Natural killer T cell,0.409036085
1686,A,Natural killer T cell,0.473690926
1687,A,Natural killer T cell,0.484720085
1688,B,Natural killer T cell,0.474744882
1689,A,Natural killer T cell,0.46010698
1690,A,Natural killer T cell,0.422594431
1691,B,Natural killer T cell,0.497501479
1692,B,Natural killer T cell,0.407372253
1693,A,Natural killer T cell,0.448046197
1694,B,Natural killer T cell,0.478250492
1695,B,Natural killer T cell,0.407467561
1696,B,Natural killer T cell,0.420003842
1697,B,Natural killer T cell,0.422728685
1698,B,Natural killer T cell,0.394206351
1699,B,Natural killer T cell,0.425660811
1700,B,Natural killer T cell,0.41408502
1701,B,Natural killer T cell,0.474136792
1702,B,Natural killer T cell,0.455345875
1703,A,Natural killer T cell,0.441863764
1704,A,Natural killer T cell,0.460521537
1705,B,Natural killer T cell,0.481462884
1706,B,Natural killer T cell,0.43386495
1707,B,Natural killer T cell,0.45365659
1708,B,Natural killer T cell,0.45099963
1709,B,Natural killer T cell,0.504729611
1710,A,Natural killer T cell,0.436679953
1711,B,Natural killer T cell,0.412875297
1712,B,Natural killer T cell,0.469536593
1713,B,Natural killer T cell,0.41508393
1714,B,Natural killer T cell,0.482964221
1715,B,Natural killer T cell,0.42518682
1716,A,Natural killer T cell,0.474754383
1717,A,Natural killer T cell,0.470546323
1718,A,Natural killer T cell,0.463827119
1719,B,Natural killer T cell,0.439955532
1720,A,Natural killer T cell,0.442209652
1721,B,Natural killer T cell,0.451691042
1722,B,Natural killer T cell,0.48835413
1723,B,Natural killer T cell,0.407283291
1724,B,Natural killer T cell,0.526954041
1725,B,Natural killer T cell,0.433352368
1726,A,Natural killer cell,0.626577561
1727,B,Natural killer cell,0.652228448
1728,B,Natural killer cell,0.658518823
1729,B,Natural killer cell,0.631766835
1730,B,Natural killer cell,0.609882749
1731,A,Natural killer cell,0.630778709
1732,A,Natural killer cell,0.71600371
1733,A,Natural killer cell,0.683329844
1734,B,Natural killer cell,0.646206174
1735,B,Natural killer cell,0.614157872
1736,A,Natural killer cell,0.62891493
1737,A,Natural killer cell,0.641237623
1738,B,Natural killer cell,0.647593934
1739,B,Natural killer cell,0.656026228
1740,B,Natural killer cell,0.609860507
1741,A,Natural killer cell,0.621905592
1742,B,Natural killer cell,0.655411295
1743,A,Natural killer cell,0.637118983
1744,B,Natural killer cell,0.627483903
1745,B,Natural killer cell,0.656346449
1746,B,Natural killer cell,0.696003617
1747,B,Natural killer cell,0.702427532
1748,B,Natural killer cell,0.636723921
1749,B,Natural killer cell,0.621682463
1750,A,Natural killer cell,0.635818322
1751,A,Natural killer cell,0.607132074
1752,A,Natural killer cell,0.59417597
1753,B,Natural killer cell,0.641119056
1754,B,Natural killer cell,0.655406791
1755,A,Natural killer cell,0.652468015
1756,A,Natural killer cell,0.635438055
1757,B,Natural killer cell,0.638892913
1758,B,Natural killer cell,0.703887501
1759,A,Natural killer cell,0.609982
1760,B,Natural killer cell,0.605540986
1761,B,Natural killer cell,0.647659785
1762,A,Natural killer cell,0.628195306
1763,A,Natural killer cell,0.600760534
1764,A,Natural killer cell,0.630314078
1765,A,Natural killer cell,0.627087261
1766,B,Natural killer cell,0.636226779
1767,B,Natural killer cell,0.645338195
1768,A,Natural killer cell,0.659563334
1769,A,Natural killer cell,0.674166444
1770,A,Natural killer cell,0.622933259
1771,B,Natural killer cell,0.610839504
1772,B,Natural killer cell,0.680478037
1773,B,Natural killer cell,0.682735855
1774,B,Natural killer cell,0.599219265
1775,B,Natural killer cell,0.608101829
1776,B,Natural killer cell,0.645304565
1777,B,Natural killer cell,0.667055664
1778,B,Natural killer cell,0.706680417
1779,B,Natural killer cell,0.695018787
1780,B,Natural killer cell,0.647927048
1781,B,Natural killer cell,0.587265565
1782,A,Natural killer cell,0.697969162
1783,B,Natural killer cell,0.665503779
1784,B,Natural killer cell,0.609744127
1785,B,Natural killer cell,0.589310395
1786,B,Natural killer cell,0.642501136
1787,A,Natural killer cell,0.608844435
1788,A,Natural killer cell,0.638711799
1789,A,Natural killer cell,0.667468128
1790,B,Natural killer cell,0.66202074
1791,B,Natural killer cell,0.731088188
1792,B,Natural killer cell,0.624473592
1793,A,Natural killer cell,0.684853217
1794,A,Natural killer cell,0.599518744
1795,B,Natural killer cell,0.637118384
1796,B,Natural killer cell,0.652930539
1797,A,Natural killer cell,0.620093181
1798,B,Natural killer cell,0.625487318
1799,B,Natural killer cell,0.657362886
1800,B,Natural killer cell,0.653862129
1801,A,Natural killer cell,0.665369246
1802,A,Natural killer cell,0.697585622
1803,B,Natural killer cell,0.679309243
1804,A,Natural killer cell,0.578295808
1805,A,Natural killer cell,0.65321617
1806,B,Natural killer cell,0.709045306
1807,B,Natural killer cell,0.694809151
1808,A,Natural killer cell,0.658071449
1809,B,Natural killer cell,0.644751756
1810,B,Natural killer cell,0.598051488
1811,B,Natural killer cell,0.639757206
1812,B,Natural killer cell,0.651605853
1813,B,Natural killer cell,0.58205359
1814,B,Natural killer cell,0.63221175
1815,B,Natural killer cell,0.584794558
1816,B,Natural killer cell,0.685219898
1817,B,Natural killer cell,0.693774357
1818,A,Natural killer cell,0.577833356
1819,A,Natural killer cell,0.669726734
1820,B,Natural killer cell,0.721042558
1821,B,Natural killer cell,0.596975767
1822,B,Natural killer cell,0.617410089
1823,B,Natural killer cell,0.639965961
1824,B,Natural killer cell,0.675478355
1825,A,Natural killer cell,0.672354622
1826,B,Natural killer cell,0.618595861
1827,B,Natural killer cell,0.638447108
1828,B,Natural killer cell,0.599800846
1829,B,Natural killer cell,0.682210511
1830,B,Natural killer cell,0.566111818
1831,A,Natural killer cell,0.684532999
1832,A,Natural killer cell,0.695489995
1833,A,Natural killer cell,0.612093565
1834,B,Natural killer cell,0.67229362
1835,A,Natural killer cell,0.592758895
1836,B,Natural killer cell,0.617537447
1837,B,Natural killer cell,0.686252276
1838,B,Natural killer cell,0.633268428
1839,B,Natural killer cell,0.704371781
1840,B,Natural killer cell,0.631892419
1841,A,Neutrophil,0.296780107
1842,B,Neutrophil,0.217898339
1843,B,Neutrophil,0.286663871
1844,B,Neutrophil,0.253141049
1845,B,Neutrophil,0.16271317
1846,A,Neutrophil,0.187656662
1847,A,Neutrophil,0.261100658
1848,A,Neutrophil,0.257856888
1849,B,Neutrophil,0.55848564
1850,B,Neutrophil,0.234867193
1851,A,Neutrophil,0.288391372
1852,A,Neutrophil,0.2979464
1853,B,Neutrophil,0.238358134
1854,B,Neutrophil,0.247439558
1855,B,Neutrophil,0.196188789
1856,A,Neutrophil,0.152958673
1857,B,Neutrophil,0.164289084
1858,A,Neutrophil,0.206203459
1859,B,Neutrophil,0.152837116
1860,B,Neutrophil,0.312565023
1861,B,Neutrophil,0.208633797
1862,B,Neutrophil,0.221560937
1863,B,Neutrophil,0.375675775
1864,B,Neutrophil,0.362365508
1865,A,Neutrophil,0.281359853
1866,A,Neutrophil,0.238399566
1867,A,Neutrophil,0.255248063
1868,B,Neutrophil,0.232229432
1869,B,Neutrophil,0.259004644
1870,A,Neutrophil,0.289045606
1871,A,Neutrophil,0.233855956
1872,B,Neutrophil,0.307453232
1873,B,Neutrophil,0.271238432
1874,A,Neutrophil,0.181893403
1875,B,Neutrophil,0.154981334
1876,B,Neutrophil,0.116640979
1877,A,Neutrophil,0.19617492
1878,A,Neutrophil,0.243950191
1879,A,Neutrophil,0.185782075
1880,A,Neutrophil,0.244308117
1881,B,Neutrophil,0.374910206
1882,B,Neutrophil,0.208124609
1883,A,Neutrophil,0.235207661
1884,A,Neutrophil,0.224374873
1885,A,Neutrophil,0.303228963
1886,B,Neutrophil,0.209811018
1887,B,Neutrophil,0.334268203
1888,B,Neutrophil,0.284779375
1889,B,Neutrophil,0.212501095
1890,B,Neutrophil,0.290551037
1891,B,Neutrophil,0.22461046
1892,B,Neutrophil,0.310309851
1893,B,Neutrophil,0.273490775
1894,B,Neutrophil,0.315469866
1895,B,Neutrophil,0.279406577
1896,B,Neutrophil,0.247634815
1897,A,Neutrophil,0.275787041
1898,B,Neutrophil,0.279408131
1899,B,Neutrophil,0.27599259
1900,B,Neutrophil,0.272509455
1901,B,Neutrophil,0.285765915
1902,A,Neutrophil,0.261289463
1903,A,Neutrophil,0.178802331
1904,A,Neutrophil,0.229840486
1905,B,Neutrophil,0.275520978
1906,B,Neutrophil,0.351033916
1907,B,Neutrophil,0.208141916
1908,A,Neutrophil,0.209138502
1909,A,Neutrophil,0.187375556
1910,B,Neutrophil,0.226447767
1911,B,Neutrophil,0.24372245
1912,A,Neutrophil,0.225436198
1913,B,Neutrophil,0.235185007
1914,B,Neutrophil,0.281144689
1915,B,Neutrophil,0.251252418
1916,A,Neutrophil,0.209667613
1917,A,Neutrophil,0.24052823
1918,B,Neutrophil,0.276192671
1919,A,Neutrophil,0.156045915
1920,A,Neutrophil,0.273428388
1921,B,Neutrophil,0.291169186
1922,B,Neutrophil,0.337997581
1923,A,Neutrophil,0.272864808
1924,B,Neutrophil,0.266252769
1925,B,Neutrophil,0.245865665
1926,B,Neutrophil,0.281609099
1927,B,Neutrophil,0.218634771
1928,B,Neutrophil,0.241211612
1929,B,Neutrophil,0.241121181
1930,B,Neutrophil,0.199760664
1931,B,Neutrophil,0.219133862
1932,B,Neutrophil,0.273894555
1933,A,Neutrophil,0.165963936
1934,A,Neutrophil,0.20919552
1935,B,Neutrophil,0.221558025
1936,B,Neutrophil,0.189802335
1937,B,Neutrophil,0.179421665
1938,B,Neutrophil,0.241351368
1939,B,Neutrophil,0.234311697
1940,A,Neutrophil,0.278588088
1941,B,Neutrophil,0.20772355
1942,B,Neutrophil,0.255048378
1943,B,Neutrophil,0.231077502
1944,B,Neutrophil,0.304881856
1945,B,Neutrophil,0.275931186
1946,A,Neutrophil,0.265640696
1947,A,Neutrophil,0.240413765
1948,A,Neutrophil,0.186337378
1949,B,Neutrophil,0.209582172
1950,A,Neutrophil,0.298041282
1951,B,Neutrophil,0.226842627
1952,B,Neutrophil,0.280663662
1953,B,Neutrophil,0.256956418
1954,B,Neutrophil,0.290026731
1955,B,Neutrophil,0.282640125
1956,A,Plasmacytoid dendritic cell,0.646456032
1957,B,Plasmacytoid dendritic cell,0.719049229
1958,B,Plasmacytoid dendritic cell,0.768373777
1959,B,Plasmacytoid dendritic cell,0.736249623
1960,B,Plasmacytoid dendritic cell,0.688653862
1961,A,Plasmacytoid dendritic cell,0.666296481
1962,A,Plasmacytoid dendritic cell,0.778556733
1963,A,Plasmacytoid dendritic cell,0.748769012
1964,B,Plasmacytoid dendritic cell,0.474134959
1965,B,Plasmacytoid dendritic cell,0.694854973
1966,A,Plasmacytoid dendritic cell,0.699435808
1967,A,Plasmacytoid dendritic cell,0.683039057
1968,B,Plasmacytoid dendritic cell,0.706356417
1969,B,Plasmacytoid dendritic cell,0.676520615
1970,B,Plasmacytoid dendritic cell,0.741109237
1971,A,Plasmacytoid dendritic cell,0.683047185
1972,B,Plasmacytoid dendritic cell,0.715313213
1973,A,Plasmacytoid dendritic cell,0.681985206
1974,B,Plasmacytoid dendritic cell,0.683635234
1975,B,Plasmacytoid dendritic cell,0.771687717
1976,B,Plasmacytoid dendritic cell,0.726591649
1977,B,Plasmacytoid dendritic cell,0.740764363
1978,B,Plasmacytoid dendritic cell,0.744187897
1979,B,Plasmacytoid dendritic cell,0.681728236
1980,A,Plasmacytoid dendritic cell,0.696490079
1981,A,Plasmacytoid dendritic cell,0.701281026
1982,A,Plasmacytoid dendritic cell,0.708471155
1983,B,Plasmacytoid dendritic cell,0.696365726
1984,B,Plasmacytoid dendritic cell,0.735949758
1985,A,Plasmacytoid dendritic cell,0.726563829
1986,A,Plasmacytoid dendritic cell,0.686350696
1987,B,Plasmacytoid dendritic cell,0.708150944
1988,B,Plasmacytoid dendritic cell,0.728997605
1989,A,Plasmacytoid dendritic cell,0.716306716
1990,B,Plasmacytoid dendritic cell,0.668167681
1991,B,Plasmacytoid dendritic cell,0.683421179
1992,A,Plasmacytoid dendritic cell,0.728771078
1993,A,Plasmacytoid dendritic cell,0.695919544
1994,A,Plasmacytoid dendritic cell,0.694181692
1995,A,Plasmacytoid dendritic cell,0.724700096
1996,B,Plasmacytoid dendritic cell,0.736216519
1997,B,Plasmacytoid dendritic cell,0.71040696
1998,A,Plasmacytoid dendritic cell,0.67244923
1999,A,Plasmacytoid dendritic cell,0.691046106
2000,A,Plasmacytoid dendritic cell,0.690481765
2001,B,Plasmacytoid dendritic cell,0.686195871
2002,B,Plasmacytoid dendritic cell,0.740435454
2003,B,Plasmacytoid dendritic cell,0.744007866
2004,B,Plasmacytoid dendritic cell,0.734604297
2005,B,Plasmacytoid dendritic cell,0.700410858
2006,B,Plasmacytoid dendritic cell,0.701397031
2007,B,Plasmacytoid dendritic cell,0.705276224
2008,B,Plasmacytoid dendritic cell,0.711988259
2009,B,Plasmacytoid dendritic cell,0.759068802
2010,B,Plasmacytoid dendritic cell,0.724262607
2011,B,Plasmacytoid dendritic cell,0.662115724
2012,A,Plasmacytoid dendritic cell,0.701333
2013,B,Plasmacytoid dendritic cell,0.717629487
2014,B,Plasmacytoid dendritic cell,0.723446839
2015,B,Plasmacytoid dendritic cell,0.690888004
2016,B,Plasmacytoid dendritic cell,0.703194307
2017,A,Plasmacytoid dendritic cell,0.676898144
2018,A,Plasmacytoid dendritic cell,0.691725221
2019,A,Plasmacytoid dendritic cell,0.725068367
2020,B,Plasmacytoid dendritic cell,0.67491379
2021,B,Plasmacytoid dendritic cell,0.712735766
2022,B,Plasmacytoid dendritic cell,0.733988006
2023,A,Plasmacytoid dendritic cell,0.743783931
2024,A,Plasmacytoid dendritic cell,0.687978177
2025,B,Plasmacytoid dendritic cell,0.660389241
2026,B,Plasmacytoid dendritic cell,0.702602328
2027,A,Plasmacytoid dendritic cell,0.684805008
2028,B,Plasmacytoid dendritic cell,0.754293333
2029,B,Plasmacytoid dendritic cell,0.765681226
2030,B,Plasmacytoid dendritic cell,0.689389257
2031,A,Plasmacytoid dendritic cell,0.712669622
2032,A,Plasmacytoid dendritic cell,0.721962959
2033,B,Plasmacytoid dendritic cell,0.743132848
2034,A,Plasmacytoid dendritic cell,0.725391002
2035,A,Plasmacytoid dendritic cell,0.677039414
2036,B,Plasmacytoid dendritic cell,0.74291704
2037,B,Plasmacytoid dendritic cell,0.741029572
2038,A,Plasmacytoid dendritic cell,0.698333315
2039,B,Plasmacytoid dendritic cell,0.730525219
2040,B,Plasmacytoid dendritic cell,0.671749143
2041,B,Plasmacytoid dendritic cell,0.69164641
2042,B,Plasmacytoid dendritic cell,0.693043937
2043,B,Plasmacytoid dendritic cell,0.726098784
2044,B,Plasmacytoid dendritic cell,0.699711734
2045,B,Plasmacytoid dendritic cell,0.662271418
2046,B,Plasmacytoid dendritic cell,0.716776109
2047,B,Plasmacytoid dendritic cell,0.74565023
2048,A,Plasmacytoid dendritic cell,0.669556366
2049,A,Plasmacytoid dendritic cell,0.699611329
2050,B,Plasmacytoid dendritic cell,0.732197583
2051,B,Plasmacytoid dendritic cell,0.702902248
2052,B,Plasmacytoid dendritic cell,0.702731343
2053,B,Plasmacytoid dendritic cell,0.698371052
2054,B,Plasmacytoid dendritic cell,0.753301709
2055,A,Plasmacytoid dendritic cell,0.683849581
2056,B,Plasmacytoid dendritic cell,0.721620862
2057,B,Plasmacytoid dendritic cell,0.730127349
2058,B,Plasmacytoid dendritic cell,0.680683065
2059,B,Plasmacytoid dendritic cell,0.747200737
2060,B,Plasmacytoid dendritic cell,0.708706875
2061,A,Plasmacytoid dendritic cell,0.732232396
2062,A,Plasmacytoid dendritic cell,0.686774044
2063,A,Plasmacytoid dendritic cell,0.6744256
2064,B,Plasmacytoid dendritic cell,0.691888016
2065,A,Plasmacytoid dendritic cell,0.732867282
2066,B,Plasmacytoid dendritic cell,0.728647307
2067,B,Plasmacytoid dendritic cell,0.748265362
2068,B,Plasmacytoid dendritic cell,0.679361003
2069,B,Plasmacytoid dendritic cell,0.784693488
2070,B,Plasmacytoid dendritic cell,0.706443417
2071,A,Regulatory T cell,0.411564968
2072,B,Regulatory T cell,0.543559928
2073,B,Regulatory T cell,0.484075868
2074,B,Regulatory T cell,0.559121947
2075,B,Regulatory T cell,0.490619768
2076,A,Regulatory T cell,0.526501996
2077,A,Regulatory T cell,0.670644444
2078,A,Regulatory T cell,0.466284083
2079,B,Regulatory T cell,0.637715334
2080,B,Regulatory T cell,0.481565487
2081,A,Regulatory T cell,0.433083788
2082,A,Regulatory T cell,0.387372985
2083,B,Regulatory T cell,0.510286226
2084,B,Regulatory T cell,0.478484535
2085,B,Regulatory T cell,0.506017826
2086,A,Regulatory T cell,0.385268395
2087,B,Regulatory T cell,0.511284652
2088,A,Regulatory T cell,0.492632528
2089,B,Regulatory T cell,0.450263652
2090,B,Regulatory T cell,0.43324511
2091,B,Regulatory T cell,0.612170837
2092,B,Regulatory T cell,0.445294483
2093,B,Regulatory T cell,0.540390895
2094,B,Regulatory T cell,0.43544484
2095,A,Regulatory T cell,0.390231799
2096,A,Regulatory T cell,0.428053976
2097,A,Regulatory T cell,0.456520717
2098,B,Regulatory T cell,0.498050855
2099,B,Regulatory T cell,0.546231726
2100,A,Regulatory T cell,0.517118492
2101,A,Regulatory T cell,0.475667068
2102,B,Regulatory T cell,0.472074575
2103,B,Regulatory T cell,0.544585483
2104,A,Regulatory T cell,0.545548268
2105,B,Regulatory T cell,0.462646068
2106,B,Regulatory T cell,0.447091235
2107,A,Regulatory T cell,0.554661028
2108,A,Regulatory T cell,0.476582893
2109,A,Regulatory T cell,0.416343147
2110,A,Regulatory T cell,0.548825832
2111,B,Regulatory T cell,0.570553468
2112,B,Regulatory T cell,0.503931087
2113,A,Regulatory T cell,0.479481659
2114,A,Regulatory T cell,0.546157045
2115,A,Regulatory T cell,0.455326884
2116,B,Regulatory T cell,0.555757836
2117,B,Regulatory T cell,0.565732211
2118,B,Regulatory T cell,0.64408406
2119,B,Regulatory T cell,0.473947277
2120,B,Regulatory T cell,0.467121347
2121,B,Regulatory T cell,0.460006542
2122,B,Regulatory T cell,0.520352854
2123,B,Regulatory T cell,0.57327687
2124,B,Regulatory T cell,0.582055117
2125,B,Regulatory T cell,0.434123007
2126,B,Regulatory T cell,0.527764184
2127,A,Regulatory T cell,0.432098131
2128,B,Regulatory T cell,0.531002051
2129,B,Regulatory T cell,0.523801283
2130,B,Regulatory T cell,0.463224124
2131,B,Regulatory T cell,0.489367769
2132,A,Regulatory T cell,0.453792449
2133,A,Regulatory T cell,0.420696613
2134,A,Regulatory T cell,0.391480156
2135,B,Regulatory T cell,0.519853432
2136,B,Regulatory T cell,0.596889251
2137,B,Regulatory T cell,0.55856116
2138,A,Regulatory T cell,0.628577876
2139,A,Regulatory T cell,0.539471542
2140,B,Regulatory T cell,0.459714134
2141,B,Regulatory T cell,0.51945427
2142,A,Regulatory T cell,0.444517832
2143,B,Regulatory T cell,0.433121585
2144,B,Regulatory T cell,0.440391942
2145,B,Regulatory T cell,0.419527871
2146,A,Regulatory T cell,0.566709263
2147,A,Regulatory T cell,0.529035585
2148,B,Regulatory T cell,0.462041856
2149,A,Regulatory T cell,0.458300363
2150,A,Regulatory T cell,0.483751979
2151,B,Regulatory T cell,0.555580082
2152,B,Regulatory T cell,0.433670638
2153,A,Regulatory T cell,0.458826628
2154,B,Regulatory T cell,0.483134408
2155,B,Regulatory T cell,0.384917926
2156,B,Regulatory T cell,0.404600626
2157,B,Regulatory T cell,0.493684397
2158,B,Regulatory T cell,0.356698672
2159,B,Regulatory T cell,0.452724155
2160,B,Regulatory T cell,0.417153271
2161,B,Regulatory T cell,0.545137785
2162,B,Regulatory T cell,0.487137615
2163,A,Regulatory T cell,0.375417482
2164,A,Regulatory T cell,0.509689756
2165,B,Regulatory T cell,0.55182646
2166,B,Regulatory T cell,0.466596325
2167,B,Regulatory T cell,0.481993942
2168,B,Regulatory T cell,0.390564388
2169,B,Regulatory T cell,0.543906286
2170,A,Regulatory T cell,0.428295708
2171,B,Regulatory T cell,0.471235373
2172,B,Regulatory T cell,0.427217727
2173,B,Regulatory T cell,0.375412231
2174,B,Regulatory T cell,0.388316173
2175,B,Regulatory T cell,0.373262678
2176,A,Regulatory T cell,0.494410295
2177,A,Regulatory T cell,0.473681732
2178,A,Regulatory T cell,0.428451612
2179,B,Regulatory T cell,0.502501305
2180,A,Regulatory T cell,0.380504244
2181,B,Regulatory T cell,0.521424673
2182,B,Regulatory T cell,0.573267607
2183,B,Regulatory T cell,0.383846265
2184,B,Regulatory T cell,0.762220954
2185,B,Regulatory T cell,0.498781026
2186,A,T follicular helper cell,0.459968236
2187,B,T follicular helper cell,0.495728511
2188,B,T follicular helper cell,0.520939699
2189,B,T follicular helper cell,0.525437274
2190,B,T follicular helper cell,0.517149196
2191,A,T follicular helper cell,0.528534125
2192,A,T follicular helper cell,0.602512018
2193,A,T follicular helper cell,0.516318086
2194,B,T follicular helper cell,0.500486475
2195,B,T follicular helper cell,0.44610876
2196,A,T follicular helper cell,0.461030893
2197,A,T follicular helper cell,0.480122084
2198,B,T follicular helper cell,0.479219699
2199,B,T follicular helper cell,0.525656237
2200,B,T follicular helper cell,0.515200759
2201,A,T follicular helper cell,0.439385458
2202,B,T follicular helper cell,0.55490191
2203,A,T follicular helper cell,0.507001287
2204,B,T follicular helper cell,0.55208217
2205,B,T follicular helper cell,0.49014991
2206,B,T follicular helper cell,0.585816273
2207,B,T follicular helper cell,0.509379213
2208,B,T follicular helper cell,0.513711311
2209,B,T follicular helper cell,0.450030731
2210,A,T follicular helper cell,0.445874399
2211,A,T follicular helper cell,0.480858705
2212,A,T follicular helper cell,0.518861588
2213,B,T follicular helper cell,0.491497154
2214,B,T follicular helper cell,0.58729578
2215,A,T follicular helper cell,0.501600117
2216,A,T follicular helper cell,0.445360075
2217,B,T follicular helper cell,0.492556483
2218,B,T follicular helper cell,0.52875985
2219,A,T follicular helper cell,0.552970576
2220,B,T follicular helper cell,0.548568143
2221,B,T follicular helper cell,0.547653373
2222,A,T follicular helper cell,0.563295326
2223,A,T follicular helper cell,0.47883709
2224,A,T follicular helper cell,0.495940334
2225,A,T follicular helper cell,0.512984742
2226,B,T follicular helper cell,0.5369684
2227,B,T follicular helper cell,0.520322542
2228,A,T follicular helper cell,0.503872526
2229,A,T follicular helper cell,0.553569155
2230,A,T follicular helper cell,0.462784352
2231,B,T follicular helper cell,0.536844031
2232,B,T follicular helper cell,0.502224201
2233,B,T follicular helper cell,0.510479156
2234,B,T follicular helper cell,0.537206015
2235,B,T follicular helper cell,0.493860438
2236,B,T follicular helper cell,0.496549812
2237,B,T follicular helper cell,0.512040756
2238,B,T follicular helper cell,0.536048974
2239,B,T follicular helper cell,0.531920274
2240,B,T follicular helper cell,0.485956978
2241,B,T follicular helper cell,0.548749463
2242,A,T follicular helper cell,0.455863042
2243,B,T follicular helper cell,0.51836063
2244,B,T follicular helper cell,0.532362142
2245,B,T follicular helper cell,0.511980585
2246,B,T follicular helper cell,0.547965756
2247,A,T follicular helper cell,0.46391406
2248,A,T follicular helper cell,0.515724558
2249,A,T follicular helper cell,0.454055
2250,B,T follicular helper cell,0.532213934
2251,B,T follicular helper cell,0.54128043
2252,B,T follicular helper cell,0.512661582
2253,A,T follicular helper cell,0.590323742
2254,A,T follicular helper cell,0.523553726
2255,B,T follicular helper cell,0.496537331
2256,B,T follicular helper cell,0.53841265
2257,A,T follicular helper cell,0.501881764
2258,B,T follicular helper cell,0.514737255
2259,B,T follicular helper cell,0.51323107
2260,B,T follicular helper cell,0.450579596
2261,A,T follicular helper cell,0.555712975
2262,A,T follicular helper cell,0.572034235
2263,B,T follicular helper cell,0.516030774
2264,A,T follicular helper cell,0.540787288
2265,A,T follicular helper cell,0.511309132
2266,B,T follicular helper cell,0.521843911
2267,B,T follicular helper cell,0.535728897
2268,A,T follicular helper cell,0.507394356
2269,B,T follicular helper cell,0.487085279
2270,B,T follicular helper cell,0.532266537
2271,B,T follicular helper cell,0.468166104
2272,B,T follicular helper cell,0.497097756
2273,B,T follicular helper cell,0.479337555
2274,B,T follicular helper cell,0.477603942
2275,B,T follicular helper cell,0.48813836
2276,B,T follicular helper cell,0.545787968
2277,B,T follicular helper cell,0.49411134
2278,A,T follicular helper cell,0.490126759
2279,A,T follicular helper cell,0.529525705
2280,B,T follicular helper cell,0.548941525
2281,B,T follicular helper cell,0.492093136
2282,B,T follicular helper cell,0.525282225
2283,B,T follicular helper cell,0.453154347
2284,B,T follicular helper cell,0.529703158
2285,A,T follicular helper cell,0.448247804
2286,B,T follicular helper cell,0.512227412
2287,B,T follicular helper cell,0.468177904
2288,B,T follicular helper cell,0.447079713
2289,B,T follicular helper cell,0.48733045
