,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,TRDMT1,DNMT3A,DNMT3B,NOP2,TET1,TET2,TET3,ALYREF,XPD
TCGA_TCGA-ED-A8O5-01A,5.225510705,2.844185656,3.314214995,4.431182518,5.694626138,1.399370039,4.443920846,1.44634286,4.605151992,2.662756195,3.224243103,2.294387303,2.09974885,3.587984035,5.536996741,3.46310945
TCGA_TCGA-ED-A8O6-01A,5.985156335,1.984732481,3.768524925,4.320403818,4.548407305,1.124374559,4.341051013,1.521835249,4.483386303,4.204283436,5.573965432,1.524679004,2.08160866,3.431937853,6.071637194,2.84105561
TCGA_TCGA-ED-A97K-01A,6.132447069,3.710521237,3.765485178,4.906147034,4.712592896,3.698446892,4.477217667,1.748733737,4.123344329,2.69393972,4.368312884,1.494545031,2.967521229,4.088886252,5.360385986,3.201014102
TCGA_TCGA-EP-A12J-01A,5.506296494,3.099846781,3.619484895,4.46869764,5.152191374,1.058231536,4.098389248,1.162610034,4.575375631,2.308179953,6.201484058,1.381461095,2.46205798,3.17167433,4.888655763,5.04707305
TCGA_TCGA-EP-A26S-01A,5.440839259,3.11744509,3.266889273,4.801019835,5.008480466,1.067812462,3.855213881,1.575604388,2.299503801,2.175956827,5.706142551,1.360186712,2.145552053,2.772967031,5.320612113,5.142250503
TCGA_TCGA-EP-A2KA-01A,5.088131775,2.543124814,3.093297494,4.925012868,4.956388196,1.107494232,5.022799387,1.309571079,3.104974154,1.780405576,6.184875864,1.122290096,1.808278913,2.17240007,5.905408833,4.398825433
TCGA_TCGA-EP-A2KB-01A,5.104206102,2.653939561,3.213231991,3.689000528,5.423549583,1.265133605,4.328755461,1.316189758,3.683600927,2.761464246,5.719447064,2.009240451,1.71101194,2.860343014,5.642114704,4.678354013
TCGA_TCGA-EP-A2KC-01A,5.645623267,2.761058618,3.078207699,4.695735702,4.348896729,1.140581006,4.077988445,1.368871703,3.136132087,2.256205012,5.554249898,1.296208593,2.276099953,2.955574319,5.954112314,5.096561582
TCGA_TCGA-EP-A3JL-01A,5.927747588,2.212454589,2.984185361,4.526077419,3.912021536,1.069201806,3.792785195,1.257865626,2.617609668,1.972049061,5.976472123,1.260185322,1.490000647,1.972464589,5.470599196,4.715514719
TCGA_TCGA-EP-A3RK-01A,5.692432175,3.649308405,3.72541334,4.712052146,3.125348649,1.253170197,4.763140501,1.396734984,3.52192164,1.972416683,3.829308614,1.297219122,1.948349741,2.536164281,6.543323428,2.995364198
TCGA_TCGA-ES-A2HS-01A,4.050947552,1.809401975,2.270765665,4.341392392,4.874090439,1.058231536,2.736970398,1.147057199,2.259076055,1.650784092,4.609331311,1.148387131,1.555488084,1.712721844,6.364623882,5.268211037
TCGA_TCGA-ES-A2HT-01A,4.867152801,2.124095135,2.822743819,4.097740406,4.227156231,1.096751374,2.681296984,1.114219029,1.901113838,1.309733265,5.566937789,1.120346037,1.238221755,1.378272766,5.218119258,4.214016134
TCGA_TCGA-FV-A23B-01A,5.735266605,3.12713333,3.051576022,3.958225871,5.026580333,1.068946397,4.527937034,1.195836179,4.343482596,2.662724181,2.898444514,1.46217007,2.985083975,3.856307774,5.86577285,3.115770923
TCGA_TCGA-FV-A2QQ-01A,5.883495639,2.775789755,2.735124583,4.694236031,4.617418738,1.109202365,3.880631202,1.233460174,2.740009902,1.943784752,6.763891538,1.205799433,1.67863246,2.194296234,5.620163622,5.195983672
TCGA_TCGA-FV-A2QR-01A,5.95092366,2.708379939,3.346384608,4.940675335,5.060987509,1.058231536,4.337457815,1.334312906,2.587973037,1.673623613,5.795556508,1.169976922,2.27537391,2.240723263,5.96872874,4.724108064
TCGA_TCGA-FV-A3I0-01A,5.825228901,2.79628251,3.972120972,4.952225403,3.302725925,1.567939008,4.869133823,1.824042297,4.067703943,3.159984376,3.584125284,1.682624216,2.367860105,3.207477394,6.2006679,2.224255983
TCGA_TCGA-FV-A3I1-01A,5.887731127,2.992707045,4.033558069,4.868447486,4.769654441,1.132215963,5.013641685,1.4080587,3.963403637,2.755214296,3.833508198,1.543302405,2.060662953,3.168061332,5.603656624,3.668309979
TCGA_TCGA-FV-A3R2-01A,5.882608079,3.025389926,3.793190697,5.21108943,4.793666413,1.0863832,4.678799442,1.520075469,3.187248286,2.48110891,4.600532104,1.398173704,2.206128665,2.983878149,5.692403642,3.738338271
TCGA_TCGA-FV-A3R3-01A,5.402418422,2.814680649,3.455582576,3.528463398,4.508413547,3.270295915,3.981330425,1.453936689,3.613618412,1.405456112,5.08753812,1.449784799,2.178060671,2.90103524,4.895916235,3.947467048
TCGA_TCGA-FV-A495-01A,5.077080831,2.095929099,2.995164276,5.078498893,3.908680088,1.154778699,4.016747443,1.135959115,2.88234731,1.461673901,5.20127992,1.283248962,1.615651279,1.727088894,7.06734002,4.760492933
TCGA_TCGA-FV-A496-01A,5.553854467,2.742828851,3.08052553,4.728722574,5.808134972,1.434109024,3.46431748,1.381604056,2.93522946,1.697033627,5.766074715,1.577598066,1.87180159,2.591525078,5.911571151,5.330765219
TCGA_TCGA-FV-A4ZP-01A,4.360543523,1.874074993,3.608370852,6.658397492,2.950778816,1.33735074,2.59883037,1.230201213,2.900688793,1.211841828,6.425831728,1.299386457,1.240497857,1.549758064,7.669761338,5.588050379
TCGA_TCGA-FV-A4ZQ-01A,5.827965495,3.196172292,3.778569821,4.412850327,4.664871644,1.228772214,5.300785643,1.678566303,4.047017629,2.92198093,3.724705446,2.20974453,2.866478442,3.334954795,6.187751729,3.590937873
TCGA_TCGA-G3-A25S-01A,4.990323427,3.016619972,3.471296076,5.356856126,4.732340889,1.155952787,3.751057177,1.262257602,2.090064335,1.632029886,5.862041652,1.26830405,1.543441776,2.101483036,6.962968367,5.22946915
TCGA_TCGA-G3-A25T-01A,5.159577423,2.49866051,3.878394819,5.039282315,4.132903264,1.136499912,4.201836804,1.508411004,2.854344978,1.607318848,6.130300219,1.286608129,2.268149374,2.568249216,6.385249989,4.035513958
TCGA_TCGA-G3-A25U-01A,5.834858742,2.673981319,3.831334978,4.285347586,4.417766495,1.070708042,5.231174741,1.313456399,2.281522092,2.302169524,3.722212226,1.306924277,2.864449884,2.771938312,6.454049163,2.402469161
TCGA_TCGA-G3-A25V-01A,5.318368018,2.454511076,3.107009414,3.69475808,4.987452464,1.108014487,3.797184666,1.252654237,2.41235436,1.695722413,5.711507536,1.175074928,1.959872703,2.359586774,5.435083217,4.39736185
TCGA_TCGA-G3-A25X-01A,5.179758646,2.406481965,3.66175272,5.321648448,3.771446049,2.907240428,4.887821756,1.311085435,3.373858015,1.737612673,3.74930327,1.316363286,2.037896853,2.08623073,7.599260989,4.084808148
TCGA_TCGA-G3-A25Y-01A,5.607772037,2.598224812,3.918332144,5.079114717,4.402589201,2.80672141,5.601214607,1.678718072,4.057084995,3.363400771,4.41120038,1.692915927,2.264794732,3.592361527,6.791723083,3.441564439
TCGA_TCGA-G3-A25Z-01A,5.19794598,2.506092877,3.325715668,4.754371712,4.602836794,1.067582043,3.664490347,1.281681999,2.753161914,1.416396664,5.280450968,1.256594689,1.40973261,2.097221272,6.01516866,5.108003796
TCGA_TCGA-G3-A3CG-01A,6.049934817,2.82770764,3.643301853,4.443302507,5.695353272,1.09250617,4.147148489,1.251631969,2.794852431,1.631493933,6.148066725,1.204089004,2.269451052,2.374673158,5.093092474,4.37702957
TCGA_TCGA-G3-A3CH-01A,5.457251176,2.5843897,3.212134977,4.046569017,5.19904031,1.083493636,4.520658268,1.195620322,2.961980237,1.845209699,5.844000641,1.192498517,2.196533314,2.488619478,5.176863329,4.13816979
TCGA_TCGA-G3-A3CI-01A,4.993308326,2.315488281,2.868928439,3.387327811,3.756204959,1.259589508,3.320741822,1.255467945,2.147105342,1.439116458,4.427542209,1.146936513,1.746518038,2.119805105,4.276680627,4.061178746
TCGA_TCGA-G3-A3CJ-01A,4.593874763,2.160973478,2.934674655,4.611620877,4.525174689,1.0691836,2.235751405,1.088041058,2.00561682,1.248044143,4.963412294,1.144236219,1.623591167,1.549236517,5.882984801,4.653384645
TCGA_TCGA-G3-A3CK-01A,5.482851731,3.22580642,3.652870603,4.083360074,4.702679789,1.08909859,3.79428767,1.230708296,2.754596449,1.675412173,5.73560496,1.260373599,2.125367043,2.516317923,5.676201379,4.768545589
TCGA_TCGA-G3-A5SI-01A,5.599985968,2.610592705,3.177668317,4.383968422,4.423301004,1.058231536,5.127758165,1.131071024,2.731416759,1.852626701,5.520877783,1.587191559,1.533293756,2.237704215,6.53329673,4.401389428
TCGA_TCGA-G3-A5SJ-01A,5.397104747,2.67882569,3.73673392,4.484624639,4.757714914,1.086191416,4.787745203,1.66758993,3.208654625,2.223152069,3.559723313,1.28066512,2.333147668,2.50114597,6.710939341,3.161351426
TCGA_TCGA-G3-A5SK-01A,5.326983404,2.189851794,3.13512671,2.723265249,6.471703033,1.0724525,2.566471287,1.304108382,1.78056037,1.460644552,4.539750583,1.139672304,1.91349688,1.937059274,4.624937785,3.82478543
TCGA_TCGA-G3-A5SL-01A,5.77316888,2.543528372,3.417347026,4.221376096,4.731345935,1.092037067,3.484567112,1.109559628,2.575598601,1.83674456,6.041809868,1.140922332,2.076432548,2.454883192,4.860919197,4.861061677
TCGA_TCGA-G3-A5SM-01A,5.436664563,2.693150237,2.690805417,4.087565262,4.144791915,1.075997404,3.717184496,1.237778497,2.825226603,1.795067635,5.437123726,1.282819049,1.604327365,2.127162375,4.963596317,4.397143927
TCGA_TCGA-G3-A6UC-01A,5.59764377,2.749223954,3.730291627,4.592866766,5.037412066,1.139354602,3.287832597,1.09847891,2.3790364,2.316505354,5.772097361,1.125600744,2.434782942,3.14247759,5.024530646,4.98048227
TCGA_TCGA-G3-A7M5-01A,5.670413048,2.243598338,3.262215097,4.567604951,4.168517215,1.154202566,3.235362919,1.235037924,2.018203328,1.401001897,5.976746931,1.345307324,1.615059261,2.135009915,5.185685179,4.863065665
TCGA_TCGA-G3-A7M6-01A,6.192396507,3.292879454,4.100177512,4.830232415,5.106514873,4.075324935,5.467343621,2.485823222,4.755270597,3.653859855,5.900632514,2.224253419,2.816013721,4.008446678,7.001670225,4.768435891
TCGA_TCGA-G3-A7M7-01A,5.474241785,2.339117651,2.923561071,4.173715758,4.764736307,1.058231536,3.630094604,1.198964653,2.508762812,1.723080222,5.977464525,1.197672612,1.655136294,1.917796309,5.069720264,4.599876031
TCGA_TCGA-G3-A7M8-01A,4.86019808,2.585206897,3.18604073,3.346324817,3.447765175,1.070047405,3.589138022,1.175197104,2.464899323,1.603261597,4.9412153,1.206720097,1.632839896,2.147141263,4.716438154,4.352940808
TCGA_TCGA-G3-A7M9-01A,6.764264874,3.564666632,4.661416552,5.752475634,5.065645661,3.381110155,6.753873049,2.405832037,5.704181287,4.024906729,5.558331255,3.513706619,2.587406704,3.969720604,7.425404717,3.757507255
TCGA_TCGA-G3-AAUZ-01A,4.382924988,1.975949208,2.988582836,4.39522396,4.081046788,1.058231536,3.843352187,1.174565539,2.255618458,1.575600961,5.142825585,1.233022437,1.661117558,1.756532417,6.237977245,4.587735806
TCGA_TCGA-G3-AAV0-01A,4.982611913,2.419137701,2.491556161,4.01481238,4.42118905,1.127089694,2.971513483,1.168791742,2.992049642,1.447005607,5.535304235,1.196780734,1.676210742,1.849676518,4.960699082,5.374042103
TCGA_TCGA-G3-AAV1-01A,6.239478551,3.314348816,3.89457726,4.722384578,4.068467293,1.082829195,4.066277087,1.275484156,3.503223231,1.788686241,6.479708528,1.363388648,2.203808123,3.042976547,5.635551399,4.325352821
TCGA_TCGA-G3-AAV2-01A,5.677265082,2.456285611,3.20011674,4.855090799,4.671989139,1.177294532,3.313995365,1.331198749,3.657802288,1.826337918,5.870881566,1.138345886,1.951994959,2.145213942,5.42459142,5.177691874
TCGA_TCGA-G3-AAV3-01A,5.376213554,2.762397301,3.415578694,4.342967218,4.037632515,1.058231536,4.519494472,1.177476954,3.537545746,1.788423962,5.843962944,1.243162732,1.99493729,2.321919055,5.719410329,4.475370648
TCGA_TCGA-G3-AAV4-01A,5.805744953,2.974695923,3.681573862,5.067871449,5.023375882,1.075027021,4.048464618,1.106135132,3.732517946,2.163265475,6.355217063,1.155826357,2.573309354,2.434296521,5.695321594,5.440346814
TCGA_TCGA-G3-AAV5-01A,6.007177046,2.56332945,3.719785138,5.529119907,5.8444126,1.06894775,4.069234801,1.481082588,2.955590294,1.683682285,6.565462273,1.22921898,1.589367001,2.072228861,5.897333759,5.431027531
TCGA_TCGA-G3-AAV6-01A,5.485308289,2.540010211,2.820718627,5.494140739,4.21763827,1.086156381,5.016245716,1.300958721,4.398249279,2.731582467,5.559155091,2.582411875,1.994242986,2.490439317,8.026742176,4.071111576
TCGA_TCGA-G3-AAV7-01A,6.971013803,3.36369704,4.068189943,5.520156433,4.234402357,2.011164952,6.064966031,1.918910876,3.389128946,2.873747962,5.527188304,1.776510533,2.262993903,3.115347043,7.082846208,3.394457015
TCGA_TCGA-GJ-A3OU-01A,5.504043421,2.996471867,3.14241574,4.508339453,3.675037234,1.21160825,5.013804491,1.539941596,3.261763946,2.000159862,3.839238701,1.469842718,2.294899349,2.735550417,5.785944102,3.128575626
TCGA_TCGA-GJ-A6C0-01A,5.727230818,2.947313854,3.318973924,4.559086046,4.540169264,1.527507532,5.087806102,1.423049755,3.039177512,2.603225806,2.391144839,1.686822142,2.196183308,2.148451954,6.675167569,3.072450981
TCGA_TCGA-GJ-A9DB-01A,6.379727161,3.073627705,3.54793883,4.427813459,5.270457049,1.108614902,5.005381057,1.49054472,2.751117327,2.472895764,3.509419835,1.202651422,2.516118122,2.965861417,5.733808918,3.420803442
TCGA_TCGA-HP-A5MZ-01A,5.345872589,2.422595369,2.892462333,3.631584127,4.541048846,1.145875875,3.921826952,1.28497221,2.761667708,1.845859598,5.496570109,1.231479617,1.969440207,2.246982154,4.84441438,4.010986514
TCGA_TCGA-HP-A5N0-01A,5.292958661,2.833144827,3.237767805,3.839418442,5.091943636,1.117255082,3.61764559,1.588106598,2.463711188,2.079282112,5.196696469,1.26155074,1.966747034,2.457393923,5.068023309,4.636488631
TCGA_TCGA-K7-A5RF-01A,5.15616528,2.540440249,3.258294198,3.746410863,5.020732549,1.226283663,3.54683418,1.261175069,2.776546802,1.678562687,5.183948473,1.254177046,2.065722442,2.282854026,5.031152657,4.483998889
TCGA_TCGA-K7-A5RG-01A,5.647004168,3.046833993,3.185381306,4.126626839,4.172682864,1.07199673,5.40132404,1.569447766,3.360693229,2.893457079,3.295540025,1.56282682,2.313561852,3.0058361,5.788763999,2.540297876
TCGA_TCGA-K7-A6G5-01A,5.00446474,2.12078903,3.072713179,3.953917357,5.044892043,1.14340417,3.772553588,1.17883782,2.22303122,1.644419487,5.444161373,1.139987818,1.594988238,1.876759132,4.986512224,4.394020873
TCGA_TCGA-K7-AAU7-01A,5.914806366,3.32272144,3.806489435,4.634594339,4.08624628,1.564446419,5.001420601,1.897925077,4.001136994,2.469413825,3.118390289,1.746896106,2.68952566,3.298945081,6.595150543,2.736825013
TCGA_TCGA-KR-A7K0-01A,5.518380328,2.752716426,3.118046151,4.190477279,4.748959148,1.123786285,3.590016144,1.279785922,3.31429583,2.010355548,5.92655554,1.173843914,2.087721982,2.737794993,5.117701168,4.609392991
TCGA_TCGA-KR-A7K2-01A,5.163415092,2.140631228,2.512322129,4.135688089,4.491302864,1.198170401,4.044287088,1.281408947,2.931513307,2.052811021,5.63357777,1.227139023,1.668119474,2.230401994,5.644752228,4.807829412
TCGA_TCGA-KR-A7K7-01A,5.033017084,2.113838094,2.963389034,5.167154634,3.206940108,1.106379919,4.248847876,1.254813916,3.13201698,2.2999126,6.567860386,1.297863621,1.417576286,2.326049891,6.602503095,5.894928671
TCGA_TCGA-KR-A7K8-01A,5.570537544,2.323881514,3.248547085,5.203593905,4.846480227,1.114162545,4.124307563,1.214651311,2.46059428,1.794736065,6.904402848,1.119654502,1.622513652,2.228425949,5.500902621,4.954737518
TCGA_TCGA-LG-A6GG-01A,5.640708854,2.951178796,3.527187164,4.455562908,6.137371547,1.07179473,3.368532034,1.381945207,3.435177843,1.44613921,5.964710242,1.396935877,1.710475006,3.155837044,5.351502667,4.602239272
TCGA_TCGA-LG-A9QC-01A,7.001384759,2.482837056,3.088093142,4.746821661,5.85114378,1.089450413,4.404248708,1.19051273,2.403321201,1.433920183,6.381840737,1.187437237,1.829141821,2.778867506,5.845840765,5.393880702
TCGA_TCGA-LG-A9QD-01A,5.002453802,2.770774612,3.138604208,3.671834824,4.878351196,1.151359281,3.355590808,1.232656071,2.249428491,1.389641528,5.523600941,1.112940461,1.673919839,1.975500181,4.344719961,4.123936578
TCGA_TCGA-MI-A75C-01A,5.277513253,2.297698317,3.142048683,4.757245578,5.499854522,1.137669657,3.148477205,1.245391144,2.923217929,1.745143849,7.267653783,1.131290316,1.540248121,2.362069562,5.432433794,4.986671505
TCGA_TCGA-MI-A75E-01A,5.161146995,2.346065264,3.048696582,4.438909781,4.921018109,1.221984993,3.651567378,1.20707308,2.510143748,1.50523912,5.791053717,1.133867425,1.743124483,2.000500411,5.264273907,4.673863601
TCGA_TCGA-MI-A75G-01A,5.640528847,2.502021057,2.974901648,4.90974408,5.278569491,1.093564139,3.475130832,1.235846999,2.046354006,1.637143908,6.028174551,1.175704845,1.681833828,2.037520125,5.692844226,4.897771979
TCGA_TCGA-MI-A75H-01A,4.864982906,2.623287441,3.152071385,4.418488032,4.670801161,1.058231536,3.541884628,1.135185292,3.369213886,1.718442843,6.237940811,1.149137853,2.04509216,2.366598585,4.974401647,5.05352399
TCGA_TCGA-MI-A75I-01A,6.298337915,2.801127338,3.859923304,4.474862368,4.48556666,1.204399971,4.355468914,1.621224005,2.707787284,2.18766683,5.64102903,1.30890137,1.808157097,2.339490051,5.876243449,5.342447383
TCGA_TCGA-MR-A520-01A,4.994377821,2.348952907,3.204611635,2.848462742,3.657468711,1.187121712,3.046715017,1.223815943,1.983681289,1.43668209,4.385241663,1.205761327,1.743105281,1.950631529,3.948276448,4.130562505
TCGA_TCGA-MR-A8JO-01A,5.057121098,2.502717981,3.012975482,3.318057202,4.072153642,1.167331772,4.007571489,1.580886633,2.856756423,1.724295573,5.700786435,1.465287366,2.063117492,2.38303196,5.006266423,3.85116935
TCGA_TCGA-NI-A4U2-01A,5.373323693,2.353565492,2.725009997,2.93029348,4.634304291,1.067004678,2.737612545,1.28805476,1.770662899,1.392193073,4.628758858,1.13815562,1.73608909,1.727894154,5.09514697,3.121144722
TCGA_TCGA-NI-A8LF-01A,4.970029712,2.641642387,3.046689276,3.929290226,4.242675467,1.077290996,2.80872287,1.140268888,2.663633684,1.614157495,5.686504948,1.206885181,2.10199716,2.378714151,4.411372281,3.530141499
TCGA_TCGA-O8-A75V-01A,5.336673166,2.189851794,3.128766203,4.262100283,3.600761623,1.07950144,4.252139715,1.240286598,2.729474681,1.873023272,5.691417125,1.228795384,1.415475916,2.230314383,5.156268903,4.807218514
TCGA_TCGA-PD-A5DF-01A,5.731998225,2.826948302,3.272101095,4.027482184,4.485859539,1.07246379,4.680309854,1.496507747,3.082118461,2.758352774,5.462829407,1.838985434,2.441771927,2.761372886,5.997685562,4.448282716
TCGA_TCGA-QA-A7B7-01A,6.063114392,3.093480695,3.602582863,4.851225789,3.723237336,2.879461592,5.840634287,1.537110971,3.717264571,2.806237438,3.828426659,2.097369781,2.563231776,3.028966309,6.212087383,3.012386804
TCGA_TCGA-RC-A6M3-01A,6.110383724,2.410321489,3.91479258,5.076217565,5.286371537,1.876642057,6.089329139,1.203199778,2.878323275,1.845991498,6.332660782,1.506924906,1.715533252,2.459873399,6.088208496,3.380561748
TCGA_TCGA-RC-A6M4-01A,5.232854984,2.056711966,3.203788706,4.593225202,4.901541202,1.068614008,3.572537547,1.048896315,3.065685141,1.862519867,5.529386628,1.151176969,2.129758519,2.336009417,5.168575553,5.478452086
TCGA_TCGA-RC-A6M5-01A,5.228879318,2.387280488,2.945911374,3.566229987,4.433375529,1.232471496,3.988016471,1.348359398,2.469895992,1.48190681,5.125419211,1.209737185,1.795964735,2.068896414,4.457191512,3.988374114
TCGA_TCGA-RC-A6M6-01A,6.175957185,2.467120285,3.457165269,5.727009956,4.335151195,2.372092044,4.654387519,1.623967126,4.545187419,3.014614981,5.383445499,1.880565131,2.13790234,3.469284365,7.30151696,3.1177053
TCGA_TCGA-RC-A7S9-01A,4.984523573,2.292918954,3.034763763,4.154034485,5.447097137,1.069156692,5.666710287,1.092534596,2.983506001,1.615872735,5.812149535,1.449124381,1.791473951,2.414100931,5.987195849,4.451642021
TCGA_TCGA-RC-A7SB-01A,5.433708564,2.036596758,2.974659789,3.775042599,4.319794994,1.10358183,3.665136231,1.311131869,2.243533457,1.920625323,5.34377805,1.165726988,1.574931293,2.227103358,5.53150717,5.076959657
TCGA_TCGA-RC-A7SF-01A,5.616141873,2.171434044,2.790635051,3.736322484,5.137330645,1.071549596,3.862943797,1.228936487,2.635625596,1.760510976,5.414993558,1.298729339,1.648107196,2.438862151,4.572113171,3.912627369
TCGA_TCGA-RC-A7SH-01A,5.458754986,2.605925747,2.959859805,4.820903769,5.524513425,1.802525586,4.610971426,1.184784706,3.428932675,2.856518408,6.457541092,1.669263372,1.837432686,2.861737637,5.255772677,5.20442241
TCGA_TCGA-RC-A7SK-01A,5.751684368,2.701639456,3.395792427,4.596247546,5.564586577,1.110477741,3.812518428,1.18206385,3.369399781,2.119458614,5.283944393,1.355836329,1.787156354,2.85833462,5.532699827,4.795644321
TCGA_TCGA-RG-A7D4-01A,6.016251547,2.615661784,3.11668472,4.839600711,3.453600833,1.103987543,4.591121269,1.492251003,3.835999484,3.187988183,5.580269215,1.903886789,1.934753587,2.889377917,6.675254081,3.346122091
TCGA_TCGA-T1-A6J8-01A,5.838346265,2.963434284,3.015250656,4.863875369,4.757219807,2.424911097,3.391800763,1.306760165,3.272910966,1.423909088,5.164560641,1.422950044,1.505810249,2.785403585,4.680758927,5.253208709
TCGA_TCGA-UB-A7MA-01A,5.573291079,2.848195031,3.811220085,5.010014451,5.123006253,3.734507655,5.404222421,1.831042904,5.102610264,3.037460945,2.782299308,2.17891791,2.474591016,3.868842362,7.314821076,4.653891683
TCGA_TCGA-UB-A7MB-01A,6.126398303,2.92958577,3.981858003,4.901621579,5.039253946,2.151673395,6.49970281,1.38285807,4.111826089,3.096526855,5.279671038,1.416148283,2.76631999,3.630776548,6.146364664,3.077940198
TCGA_TCGA-UB-A7MC-01A,5.584753565,2.839209825,3.536125428,4.854470924,4.923549689,1.069363626,5.064297703,1.630406317,3.36659041,2.498214261,3.873461417,1.64360099,2.084059842,3.460608454,6.366821652,3.409535063
TCGA_TCGA-UB-A7MD-01A,5.652933478,3.279656158,3.448994849,4.868413351,4.152349194,1.183110209,4.408012275,1.234900672,3.146319171,1.988029749,6.334835485,1.193456182,2.199201577,2.784297549,6.070701383,4.722039057
TCGA_TCGA-UB-A7ME-01A,6.332189062,2.796722159,3.311947623,5.442297066,4.403249386,1.708510494,5.024330376,1.385732249,3.955293056,3.078380565,3.63127687,1.701436937,1.742272877,2.651329969,5.937940767,3.313423182
TCGA_TCGA-UB-A7MF-01A,5.712807009,2.587364702,3.59343964,4.671847284,3.931333407,1.090329468,5.884174342,1.127853652,3.543362755,1.700359644,3.253776863,1.460697259,2.236084096,2.592486816,6.384886638,2.967109688
TCGA_TCGA-UB-AA0U-01A,6.151596902,2.999964597,3.889395395,4.27665544,5.451925562,1.250773061,5.833893327,1.216139517,3.440965079,3.132215501,2.850056245,1.838654656,2.650043513,3.09869294,5.979438409,3.259250001
TCGA_TCGA-UB-AA0V-01A,5.569454702,2.894415113,3.303261216,3.421777528,5.09604671,1.585990116,3.836620978,1.522897052,2.796052089,1.853904746,5.334835255,1.179875329,2.373769738,2.603816429,5.065575602,4.169446455
TCGA_TCGA-WJ-A86L-01A,5.040779805,2.505518509,3.532931798,3.529245361,4.209622601,1.070278821,4.01208835,1.282906627,3.194136629,2.527897414,5.130015633,1.603019876,2.397311206,3.018070464,5.008727486,4.937997626
TCGA_TCGA-WQ-A9G7-01A,5.611358603,2.272333907,3.238817429,5.318620435,3.313240193,1.496177985,3.943539986,1.228652252,3.565803841,3.097544219,4.337629653,1.430173534,1.529360199,2.802539251,5.487551664,2.652123982
TCGA_TCGA-WQ-AB4B-01A,5.042525839,2.248138102,2.700108418,4.07373244,4.360519897,1.090195657,2.840332115,1.162370919,2.291786831,1.929667262,5.529701976,1.175202724,1.583196996,1.869776378,4.407039298,4.037871513
TCGA_TCGA-WX-AA44-01A,5.661354204,2.899203891,3.742977358,4.220692834,4.80275892,1.180290278,4.987680228,1.475430861,3.610830122,3.210391012,3.548994106,1.703026297,2.115505432,2.817076311,5.849505396,2.987792728
TCGA_TCGA-WX-AA46-01A,5.58659644,2.779829835,3.214635961,3.949567644,5.555151838,1.270727823,3.32428209,1.26050476,2.042893486,1.551790539,5.706387748,1.216033835,2.10791527,2.098072117,4.830567418,4.17789224
TCGA_TCGA-WX-AA47-01A,4.742113504,2.068380039,2.83344616,3.446764565,3.014279228,1.058231536,2.712479059,1.086799177,2.070185175,1.33787069,6.140438361,1.118076734,1.409473857,1.682119045,3.938628554,3.314925835
TCGA_TCGA-XR-A8TC-01A,6.025254609,2.730174813,2.976637138,4.290735029,5.476541935,3.003759671,4.842247054,1.578201575,3.708131146,2.633638238,3.778400625,1.804796832,1.95022787,3.677569598,5.455097002,2.893144275
TCGA_TCGA-XR-A8TD-01A,5.453408745,2.559151485,3.094423335,4.026543797,4.162241521,1.228348336,4.870113681,1.449836934,2.596513915,2.261881102,5.571832147,1.44039127,2.202510253,2.484120958,6.023818052,4.506857957
TCGA_TCGA-XR-A8TE-01A,5.519727969,2.725042045,3.984899135,4.463879392,4.124929105,1.143538147,3.922838565,1.168269076,3.752118572,1.978801721,6.380383143,1.323240898,2.683322413,2.838595375,5.749098373,4.816046837
TCGA_TCGA-XR-A8TF-01A,6.394912715,2.768512581,4.32081372,4.954106096,5.427920777,1.072488486,3.470328591,1.452983389,3.823190186,1.667646723,7.019645045,1.791858019,1.790949908,3.221591789,5.798076477,4.504199119
TCGA_TCGA-XR-A8TG-01A,5.842239831,2.99990698,3.633241694,4.250707823,5.486840013,1.143713779,5.071066998,1.435520209,3.35219795,2.463555175,2.344035178,1.79930463,2.208326135,3.176570875,5.975162381,2.806564002
TCGA_TCGA-YA-A8S7-01A,5.914329655,2.836968255,3.827037128,5.383058064,4.248982659,1.297042912,5.81598774,2.016027955,3.571903046,2.9354956,4.277105079,1.439760207,2.50773895,2.767304067,6.230980825,3.646590629
TCGA_TCGA-ZP-A9CV-01A,5.807233821,3.15747589,3.920135967,4.217255697,5.559198551,1.074437242,3.753293375,1.214247117,2.987824898,1.538220354,6.198423378,1.175798734,2.068107802,2.592272757,4.895736536,4.787667101
TCGA_TCGA-ZP-A9CY-01A,5.552239546,2.623837838,3.091452913,3.722707569,5.221547218,1.114797059,3.841486937,1.352309236,2.505110564,1.800835304,5.243098594,1.272868909,2.201060728,2.598121264,5.138457393,4.390101745
TCGA_TCGA-ZP-A9CZ-01A,6.411170391,2.839375451,3.548973193,4.489624318,4.091712466,3.072353301,5.503356219,1.217745915,3.464565384,2.376177943,3.300693959,1.778833377,2.199449895,2.742135864,7.095016945,3.130173281
TCGA_TCGA-ZP-A9D0-01A,6.094419957,2.774306836,2.84128645,4.159026665,5.222288789,1.315747512,3.826997484,1.211818085,3.776117143,1.778125799,5.826833118,1.234585628,2.105620306,2.872953423,5.160355318,4.007620782
