,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,TRDMT1,DNMT3A,DNMT3B,NOP2,TET1,TET2,TET3,ALYREF,XPD
ICGC_SP107041-DO48697-T,5.870831379,2.542293686,3.261155994,5.034005639,4.802099943,2.174391658,4.8612394,1.367860047,4.101387055,3.671739929,4.19828006,1.69711226,1.681688491,2.554201872,6.769488036,3.513793947
ICGC_SP107044-DO48700-T,5.790236807,2.710108288,4.143266868,4.472122319,4.629044093,1.158361965,4.645703685,1.36880497,2.917132667,1.752531695,6.040050272,1.251590695,2.289102009,2.700509149,5.5116901,4.604493652
ICGC_SP107047-DO48701-T,6.073010717,2.633395558,3.536712322,4.740752811,4.647996627,1.083352832,4.361682002,1.290379629,2.727280985,2.731248001,5.679000606,1.316389267,1.488032919,2.179769131,5.378112561,4.852159793
ICGC_SP107052-DO48704-T,5.305647515,2.615427627,3.349144952,3.893155459,4.453037921,1.070370615,4.358726318,1.127720641,2.520613545,1.597261564,6.287550033,1.153548737,1.802173621,2.132416212,5.562642472,4.273808311
ICGC_SP107056-DO48706-T,4.531203462,2.371841784,3.316861914,4.263175714,4.399524539,1.014481332,3.926778174,1.367954344,3.439855754,2.308815699,5.860373993,2.033452328,1.831007312,2.504841988,5.62964806,5.72278281
ICGC_SP107063-DO48712-T,5.469568199,2.725661914,3.369013316,4.515783874,4.505995917,1.421249378,5.700662422,1.462598572,3.391229249,2.197283478,5.344660266,1.435295803,1.93157101,2.170357421,5.717668408,2.17413162
ICGC_SP107068-DO48715-T,4.574142328,1.906267423,2.570602952,4.595045666,4.408394819,1.288037342,4.273859736,1.150861825,3.803312743,2.271081623,5.997431825,1.511797312,1.402523065,1.871723445,6.487705345,5.347111159
ICGC_SP107071-DO48716-T,5.180942879,2.782475379,2.938740971,3.835265097,4.587138247,1.49297952,4.627787701,1.210455869,2.721195833,1.836990285,5.883145164,1.199007641,2.005778121,2.294171346,5.051713321,4.011819251
ICGC_SP107073-DO48717-T,6.165122077,2.605252381,3.307749721,4.498581803,3.975462596,1.123763282,5.742219754,1.577111663,3.16917025,2.53169711,4.061966706,1.187575138,2.678425486,2.547317226,5.800410172,3.038819287
ICGC_SP107076-DO48719-T,5.264224915,2.470908829,3.519293367,4.078510643,4.896524966,1.130978682,3.371423584,1.142357981,2.771642536,1.626642164,5.468504508,1.049933109,2.326299566,2.028870765,5.032723967,4.860210224
ICGC_SP107078-DO48720-T,5.533093569,2.942311368,3.497065269,4.161235586,5.07127771,1.122541042,5.921577717,1.976069083,3.44748717,1.939020208,5.192597953,1.727210246,3.10363818,3.628617059,5.792503189,3.030481939
ICGC_SP107080-DO48721-T,6.519241184,3.116153847,2.623697824,3.443709753,5.746905027,1.043692777,2.968295767,1.400292893,2.960122479,1.648064211,5.117393137,1.378807405,1.606726012,2.782410957,5.410378414,4.716338533
ICGC_SP107084-DO48723-T,6.080243453,3.344115877,3.101140403,4.57715385,4.206360371,1.133954628,3.453870957,1.117633645,3.433772034,1.570568388,6.159038643,1.484085288,1.482667031,2.178277875,6.315806528,5.280263201
ICGC_SP107088-DO48725-T,5.325210608,3.006728277,2.931609689,4.342548324,4.828174649,1.595833246,3.610593444,1.367703694,3.434412588,1.740877293,5.976471784,1.46941333,1.554634402,2.110816335,5.563767812,5.393507488
ICGC_SP107091-DO48727-T,5.505609543,2.50645206,3.006528085,4.200625835,5.540511701,1.038307791,3.584313395,1.161162069,3.687451725,1.471962472,5.838405011,1.071406004,2.436475129,3.614631806,5.451396152,5.668724854
ICGC_SP107094-DO48728-T,5.228655743,2.458276902,3.042893916,3.790637339,4.12962249,1.119169038,6.159337715,1.510748527,3.594699609,2.489990785,3.404865658,1.441222085,2.366802712,2.788762943,5.910135259,2.598306035
ICGC_SP107097-DO48730-T,5.712753037,2.865726816,4.133835453,4.458798033,4.637168005,1.086745576,5.722991311,1.32779764,4.393980491,2.316962315,4.255518433,1.882702308,2.5228369,3.391277222,6.70689953,3.524154981
ICGC_SP107101-DO48732-T,5.926760217,3.050475387,3.653947447,4.745025648,4.618293517,1.231764545,5.544880983,1.663767001,3.263575837,2.75287287,4.561305692,1.457258409,2.919650561,3.680661551,5.561535996,3.456173672
ICGC_SP107104-DO48733-T,5.670152371,2.516732791,3.133843213,3.996871161,5.273834417,1.126337793,4.441922341,1.300073439,2.700941211,1.79106962,5.75380757,1.436895122,2.443574955,3.116998957,4.953645686,3.960475262
ICGC_SP107109-DO48736-T,5.287942897,2.563148379,2.756714553,4.656008364,4.562101279,1.92148084,4.661873997,1.372546074,4.118697403,2.676266487,3.588855325,1.798683272,1.916673035,2.962404079,5.761066669,3.38733107
ICGC_SP107111-DO48737-T,6.052972206,2.368381138,3.100112177,5.998376586,3.670758147,1.218144978,4.159705786,1.297245383,3.621566219,2.768157767,4.278706219,1.499741797,1.810018429,2.79911124,6.822793592,2.717562263
ICGC_SP107119-DO48741-T,5.874371157,2.34068189,3.852270924,4.756733749,3.858158332,1.054272281,4.108466887,1.553507996,2.384436217,1.990404263,5.391006282,1.146596826,1.254180363,1.531584107,7.069867729,4.495495581
ICGC_SP107121-DO48742-T,5.3851003,2.25448125,3.059497063,4.143809907,4.416121505,1.077635723,3.622804625,1.266985334,2.004100941,1.296207582,5.134818872,1.123859797,1.836851099,1.982562542,4.861527704,4.991100191
ICGC_SP107123-DO48743-T,5.419500381,2.749740259,3.57592062,4.367574235,4.418806335,1.123185597,4.596196984,1.341120898,3.551692009,1.817540611,5.997018391,1.3971442,2.027262324,2.749730924,5.52352381,4.814718315
ICGC_SP107129-DO48746-T,5.583247112,2.312534457,3.533872894,4.649430053,5.083572993,1.088939496,3.167929451,1.544333368,2.755535409,2.463662629,5.724890218,2.000749579,2.720721824,3.199758611,5.17019376,4.590292428
ICGC_SP107132-DO48747-T,4.687181505,2.402786026,3.743051341,5.85276389,3.290700561,1.719934776,4.746453885,1.511700392,3.02458309,2.072863487,3.908163837,1.30037367,1.938284731,1.619982511,8.019435376,3.020710669
ICGC_SP107136-DO48751-T,5.464926017,2.566974381,3.904440901,4.436863961,5.561824207,1.03595869,4.620600576,1.037814038,3.05957915,1.609226526,6.160188942,1.082682273,1.84028136,2.311725196,6.597270464,4.918418697
ICGC_SP107146-DO48757-T,5.527334985,3.081261525,3.846776767,4.573495348,3.861827294,1.937658992,4.837283067,1.151255258,4.591617014,2.87269642,3.742117533,2.965862049,2.367917082,3.291536945,6.612982696,4.678064658
ICGC_SP107150-DO48759-T,5.546774317,2.560244973,3.329606502,4.463979215,4.479803792,1.077042418,3.011702033,1.336233131,2.069617672,1.557865136,6.314643413,1.165746524,1.806573109,1.407028139,6.019954545,4.70927763
ICGC_SP107152-DO48760-T,4.981496611,2.151891965,2.6435841,3.637331891,4.842640605,1.078028137,4.011884561,1.172016327,2.511671581,1.308963816,4.813076387,1.219629124,1.820597808,2.033163169,4.9200787,4.593549594
ICGC_SP107155-DO48761-T,4.57920688,2.860763803,3.179132062,3.609560977,5.17423937,1.080839467,4.084340701,1.294443896,2.673679457,1.623762883,4.696629482,1.662124135,2.679034306,2.335169573,5.078052945,4.227541281
ICGC_SP112130-DO50774-T,5.2110505,2.849386709,2.865534312,3.343826712,4.915258803,1.113547512,3.393597495,1.616553021,2.365624069,1.638450781,5.072416713,1.273185103,2.328706657,2.496083217,4.920767039,3.917300877
ICGC_SP112133-DO50776-T,5.429127758,2.50421029,3.399639644,4.486334252,4.663870086,1.326914734,3.489511,1.314110923,2.714093955,2.046593993,5.465882371,1.308195997,1.396480918,1.890687411,5.515500873,4.976265634
ICGC_SP112138-DO50778-T,5.787073923,2.81455912,3.903791016,3.923578342,4.168563665,1.905095958,5.611928411,1.686348204,3.433365486,1.831700551,3.475463689,1.5862151,2.537662029,2.37794291,6.94036382,3.802118021
ICGC_SP112147-DO50783-T,5.302512935,2.204863065,3.086020225,5.124176321,4.131898567,1.052080048,2.780056033,1.205828603,2.813589384,2.028614718,5.122440038,1.091739955,1.476965116,1.791755535,5.212069988,5.153506859
ICGC_SP112152-DO50785-T,5.122045575,1.738000859,3.36149588,4.325583362,4.780941745,1.736447844,3.399687297,1.166589869,4.235423277,1.905784603,6.290827282,1.665511756,1.299469034,1.989461942,6.829793281,4.931376323
ICGC_SP112156-DO50787-T,5.213649291,2.877016634,3.295791768,4.04147057,4.545467775,1.061709657,4.308046036,1.329491778,2.590846015,2.018630018,5.268657117,1.296852287,2.942311172,3.035058459,5.366865309,5.052242589
ICGC_SP112160-DO50789-T,5.356809907,2.92901216,2.548749395,4.20352676,5.362915652,1.053129559,3.796085499,1.228586038,3.382545251,1.359124584,6.19141184,1.54882029,1.452416346,2.259117934,6.215613802,4.57546651
ICGC_SP112165-DO50791-T,6.477577409,3.528328992,3.921774615,5.08148486,5.572459147,1.040441045,5.198861181,1.5696392,3.693585792,2.582506518,4.55573283,1.390038468,1.951624428,3.236713158,6.126705871,2.646917545
ICGC_SP112168-DO50793-T,5.625414604,2.424702525,3.22737675,3.845947129,5.83718206,1.079414918,3.414408605,1.354077116,2.832006808,2.06204747,5.666624723,1.173309183,2.110831446,3.257273286,4.980791085,4.687675685
ICGC_SP112170-DO50793-T,5.625414604,2.424702525,3.22737675,3.845947129,5.83718206,1.079414918,3.414408605,1.354077116,2.832006808,2.06204747,5.666624723,1.173309183,2.110831446,3.257273286,4.980791085,4.687675685
ICGC_SP112178-DO50798-T,5.42706548,3.183376442,3.290669248,4.989524699,5.4313181,1.118125384,4.577586221,1.850940493,2.89832396,1.570148295,5.983872002,1.678784994,1.622387768,2.219813849,5.411001406,4.679157783
ICGC_SP112180-DO50799-T,6.314771974,3.091479928,4.376265515,4.888058566,4.012027861,2.347342275,4.906554843,1.248454973,4.802625344,3.310545493,3.84667586,2.850638577,1.580941945,3.207470448,6.545691285,4.10670814
ICGC_SP112182-DO50800-T,5.077252894,2.824875684,3.244556691,3.664560409,4.895567376,1.162758396,4.528407692,1.693228657,2.68671084,1.679335252,5.610273824,1.235011801,2.615764383,2.800518674,5.983918576,4.298782029
ICGC_SP112184-DO45139-T,6.516884296,3.074817429,4.221763331,5.087455106,3.765581472,3.244417079,5.88827079,2.037090722,4.245795507,2.587740065,3.287665059,1.859051065,1.897246609,2.621296822,7.695015756,3.186433631
ICGC_SP112186-DO50802-T,6.000622585,2.806012332,3.529200332,4.838512565,4.262765624,1.075211656,3.908126533,1.166207009,3.475357693,1.735900189,4.148395935,1.248841028,2.678296955,3.061227604,6.286647905,3.780656609
ICGC_SP112188-DO50803-T,5.175499827,2.913198717,3.721352785,3.952590854,4.883644593,1.158072169,4.317151005,1.310512932,3.234603797,1.448195398,5.921998959,1.245592093,2.410941959,2.370461152,5.258733042,4.190887934
ICGC_SP112190-DO50804-T,5.326571304,2.389427102,3.5460927,4.915451165,4.669691436,1.078066466,3.392025182,1.188107867,2.498714573,1.743593656,5.167399285,1.05472954,1.656414462,2.324186128,5.255098802,4.950892437
ICGC_SP112192-DO50805-T,4.66057268,2.47398402,3.37098703,4.46904635,4.680706164,1.21343981,3.687903082,1.186814043,2.607127443,2.238971523,5.928415944,1.202377223,1.436515089,1.531697778,5.876882629,4.288735254
ICGC_SP112194-DO50806-T,6.008002393,2.544839023,3.699830008,5.419634513,3.999872534,1.014481332,4.244157738,1.435236878,3.652480331,1.968126204,3.905854264,1.281990609,1.47484664,1.832916718,7.08867382,3.238486767
ICGC_SP112196-DO50807-T,4.590362898,2.622809004,2.967407693,3.947724293,5.438780511,1.060478814,4.776066467,1.407138095,1.715109528,2.177408461,4.10110178,1.854031493,1.80338023,2.401319906,5.594978162,4.525784917
ICGC_SP112198-DO50808-T,5.494893928,3.005869251,3.098570735,4.378241227,4.887420128,1.143528161,2.941590147,1.411262391,2.273959042,1.672620986,5.172313552,1.143656032,1.658300852,1.948892576,6.177221243,4.850954072
ICGC_SP112201-DO50809-T,6.229451286,2.487221283,3.595717338,5.215140106,5.207097249,1.142361967,4.711009313,1.683169182,3.063446099,2.479682214,3.615549732,1.378398126,1.848285069,2.51793737,6.723082256,3.46281187
ICGC_SP112205-DO50811-T,6.36477303,2.037354051,3.229949679,4.992143418,5.820479987,1.077648385,3.480287232,1.046744994,2.778828736,2.587003249,6.130348644,1.210640367,1.560093178,2.79707515,5.120819548,4.786524382
ICGC_SP112208-DO50813-T,5.222265143,2.360818924,3.247931836,4.418063185,5.316269999,1.087761305,3.62910204,1.130668899,2.495422453,1.955654549,5.734400883,1.264821649,1.900014272,2.396788769,5.914477309,4.5434894
ICGC_SP112210-DO50814-T,5.353041262,2.088275761,3.933650693,5.601652026,4.427521668,1.060083008,2.521984193,1.13214084,3.300447843,1.655108957,6.028524355,1.671526713,1.449596302,1.507166577,6.762083628,5.975001703
ICGC_SP112211-DO50814-T,5.353041262,2.088275761,3.933650693,5.601652026,4.427521668,1.060083008,2.521984193,1.13214084,3.300447843,1.655108957,6.028524355,1.671526713,1.449596302,1.507166577,6.762083628,5.975001703
ICGC_SP112213-DO50815-T,6.62065251,2.422080386,4.287905343,3.633246425,5.505454772,2.570550268,4.657303607,1.411665563,5.260717015,4.488155721,7.592069394,3.264585326,2.624840339,3.698571033,6.086236838,4.330347641
ICGC_SP112215-DO50816-T,5.541348768,2.772350877,3.180847017,5.219603222,4.993921249,1.10289035,3.738745863,1.148471999,3.335813956,2.617100822,6.755000566,1.333406978,1.732461664,3.104423761,4.887663411,4.449902961
ICGC_SP112217-DO50817-T,5.65287532,2.053413518,3.403498061,4.924325777,5.173415965,1.09662404,3.138513872,1.136191247,2.34954422,2.289077512,6.495980362,1.045059603,1.986025018,3.018049513,4.58504182,4.013830989
ICGC_SP112219-DO50818-T,5.16918028,2.57716876,2.909371821,4.274502437,4.997778663,1.055234293,3.468253798,1.182135571,2.827134792,1.638068903,4.499953338,1.133168967,1.712143523,2.165653326,5.945028535,4.880743847
ICGC_SP112221-DO50819-T,4.8039187,2.85354689,3.317210637,4.594355138,4.449348632,1.051349456,4.829526439,1.591637242,2.388160249,1.561098461,6.288828689,1.227866667,1.789885485,2.781943075,6.383007752,4.939515553
ICGC_SP112224-DO50820-T,4.989793325,3.017113118,2.773727938,4.118753401,5.205692646,1.050075223,5.101395552,1.322816429,4.728099221,2.364356715,2.882984708,3.074225558,1.988833601,3.674194146,5.727797096,3.599516532
ICGC_SP112228-DO50822-T,5.270914614,3.893634925,3.716656794,4.019961776,3.748512122,1.187098102,3.721971875,1.167393274,2.980338467,1.885858788,5.878641788,1.153103378,1.606446734,2.087560959,5.045957377,4.911263914
ICGC_SP112234-DO50825-T,5.912861046,2.115179946,4.101149394,4.251783621,4.671150311,1.122417288,3.259957191,1.251724046,2.68960947,2.746230376,5.938990021,1.382243261,1.647143508,2.692602442,4.996156108,5.494315084
ICGC_SP112241-DO50829-T,5.831501758,3.342755763,4.035267516,5.354801417,3.400168307,1.160035043,5.503041018,1.4846865,2.727401094,1.560690915,3.419507981,1.357454666,1.663976447,2.048729073,6.26368213,3.496742301
ICGC_SP112248-DO50832-T,5.598849169,2.775708697,3.189609694,4.088385568,3.733333023,1.090504479,3.907522514,1.442653199,1.891382586,3.045740914,4.84311125,1.439579816,1.397594227,2.521630272,6.586371998,5.111716418
ICGC_SP112261-DO50839-T,4.410673313,1.634175936,2.982574623,6.583685661,3.688533032,1.014481332,2.154930798,1.152944735,2.468380802,1.350555116,5.871547981,1.073286769,1.186904193,0.838679638,6.0515711,5.955665471
ICGC_SP112265-DO50840-T,5.656114117,2.931720319,3.340266715,4.269776127,3.405332551,1.195592828,4.382303901,1.200228705,2.721622435,2.342836603,3.851381842,1.535119901,2.113698635,2.500028106,6.975153163,3.137886226
ICGC_SP112273-DO50844-T,5.51004405,2.79599251,3.566719016,5.170748951,6.064000439,1.28921304,4.702807622,1.579778467,3.848555108,1.751760301,5.951721561,1.847900003,1.83522653,2.848043448,5.537215009,7.146820086
ICGC_SP112276-DO50845-T,6.001951574,2.982158466,3.066635066,4.546121832,4.992548496,1.297050536,4.531532475,1.372826134,3.964794532,3.275230054,5.399521413,1.679383531,1.928711463,2.979650615,4.771703287,3.193110718
ICGC_SP112288-DO50850-T,5.542932074,3.148472363,3.357042505,4.367402527,5.168140634,1.15725817,4.370608233,1.305654383,3.002599803,1.699611744,5.975811884,1.202182323,1.731392283,2.218118786,5.298540908,4.47354246
ICGC_SP112300-DO50855-T,4.969191784,2.434904272,2.976122698,5.136283831,4.441230032,2.025049066,5.005188822,1.346280175,4.049827907,3.297979996,3.789884587,1.984146426,1.67885886,3.083467628,5.64090606,3.262464377
ICGC_SP112304-DO50857-T,4.96456042,2.504820984,2.752928356,4.135563412,4.983412116,1.041638379,4.000160125,1.170177311,2.572042624,1.577803503,5.810772207,1.473240432,1.973315976,2.766284809,5.471940565,4.786424921
ICGC_SP112310-DO50859-T,6.205297049,2.504723691,2.795943406,4.384386484,5.340206652,1.015190541,3.746036249,1.212639761,2.27937634,2.211075377,6.478107521,1.103021353,1.923778562,3.350948905,5.379903129,4.94167863
ICGC_SP191990-DO227643-T,5.366726704,2.457777347,2.727686995,3.916271707,5.24129306,1.584679961,3.218230913,1.13858397,2.393967661,1.599053472,5.069257297,1.1204182,1.857227525,2.634396893,4.847791509,3.915601
ICGC_SP192387-DO45147-T,5.158504004,2.026659098,2.787713535,4.715152103,4.860577141,3.662401195,4.938172344,1.27004194,4.232191892,2.509789649,4.109086222,1.674078185,1.590367999,2.210075349,6.910644635,3.021133169
ICGC_SP192418-DO45173-T,5.712267402,2.694788531,3.19731169,4.863154251,6.33510977,1.093381198,6.027081796,1.296810552,3.741344048,4.107729033,5.669472025,1.843751041,1.504541834,3.73565127,5.064671101,3.105140778
ICGC_SP192707-DO227801-T,5.349576929,2.724591837,2.934356322,3.975935451,5.149800058,1.190375841,4.618002508,1.408481975,2.441386474,1.800893876,5.43989667,1.130525636,1.743156958,2.375587615,5.058722019,4.070884569
ICGC_SP192714-DO50814-T,5.353041262,2.088275761,3.933650693,5.601652026,4.427521668,1.060083008,2.521984193,1.13214084,3.300447843,1.655108957,6.028524355,1.671526713,1.449596302,1.507166577,6.762083628,5.975001703
ICGC_SP192726-DO50859-T,6.205297049,2.504723691,2.795943406,4.384386484,5.340206652,1.015190541,3.746036249,1.212639761,2.27937634,2.211075377,6.478107521,1.103021353,1.923778562,3.350948905,5.379903129,4.94167863
ICGC_SP50097-DO23508-T,5.733393415,3.011786823,4.604696808,5.775565696,3.279795345,1.872925505,3.453311037,1.514864825,4.256505001,2.107397014,3.259270531,1.536845079,1.493819443,1.849198631,6.995411358,3.677219395
ICGC_SP50099-DO23509-T,7.118862599,3.871625369,3.291524788,4.662872692,4.597543797,1.014481332,4.974939057,1.300041876,3.074311661,1.874884697,4.500807766,1.672793424,1.474966771,2.790813022,6.528290339,2.319722096
ICGC_SP50101-DO23510-T,5.806886053,3.0434114,3.646906498,4.671400384,4.981758684,1.480787202,4.773205562,1.38069163,3.031187137,2.304319991,6.024129506,1.506464449,1.619447606,2.507238235,5.59663283,4.661734168
ICGC_SP50103-DO23511-T,5.030290872,1.325444705,3.577577265,4.353460214,2.026150387,1.014481332,2.217110817,1.186603526,3.529634384,3.067309353,7.446507922,1.499848143,0.834214283,1.349285981,5.069121823,4.754706515
ICGC_SP50105-DO23512-T,6.022901593,2.473148213,2.961434477,4.571233415,5.672614458,1.159494654,3.774914469,1.295532909,3.250850666,2.669179395,6.345634767,1.280869925,1.715625174,2.904130416,5.029449738,4.638480025
ICGC_SP50107-DO23513-T,5.647419182,3.450196524,3.972642096,4.756350083,4.616743613,2.908455911,3.285584206,1.702254952,4.149694718,2.317715391,5.8572929,1.289551279,2.448521883,1.999323603,5.43637734,4.485562533
ICGC_SP50109-DO23514-T,5.376504128,3.372015761,3.581604481,4.083501601,4.879051183,1.279950172,4.567570302,1.500926305,3.346931818,1.462806402,5.954461528,1.3115051,2.67672127,2.536931418,6.049852581,4.18477875
ICGC_SP50111-DO23515-T,5.455693354,1.881003847,2.785756721,5.187718626,4.075531308,2.725999124,5.547439443,1.411096885,4.175331349,3.230619576,3.899471388,1.657552404,1.642003923,2.606923815,6.678545917,3.528719552
ICGC_SP50113-DO23516-T,5.634116592,1.879732669,3.362344575,5.301243203,5.193343761,1.014481332,3.905921723,1.018429346,3.097048887,2.424964936,5.436707514,1.036850999,1.695973659,2.122720126,6.048779504,5.544787434
ICGC_SP50115-DO23517-T,5.544576227,2.244558875,2.89629323,3.295139294,5.568513489,1.202565047,2.710842668,1.184242173,2.5981701,1.58938362,5.089785774,1.549734141,1.798507121,2.634122701,5.295231701,4.332591497
ICGC_SP50117-DO23518-T,6.444024669,2.586443103,2.812391377,4.105625727,4.476581609,1.055632618,3.070223671,1.192493709,2.582299751,1.782847685,5.425057586,1.059173044,1.787419989,2.229549272,5.208974208,4.527416017
ICGC_SP50119-DO23519-T,6.395974038,3.087121466,3.573686603,6.146779869,3.42091185,1.118836449,4.870921472,1.359507619,3.003543338,2.090710232,5.690893953,1.240122176,1.34091541,1.898339676,7.620388443,2.731712206
ICGC_SP50123-DO23521-T,6.705597118,3.654776767,4.180031052,4.585989179,6.672441925,3.313586621,6.728534477,1.603296177,4.112028774,2.9129062,3.66014756,2.18936893,2.38467662,3.406158074,7.432309882,3.603948136
ICGC_SP50127-DO23523-T,5.604887291,3.524044681,3.594123739,4.8630722,3.726040101,1.717369377,4.985319008,2.063113651,3.150845724,1.344384992,5.683636975,1.193051665,2.695172638,3.004399513,6.511141808,2.474812908
ICGC_SP50129-DO23524-T,5.202503414,2.575513418,3.892346136,4.237471708,4.147296061,2.706205813,6.18797342,1.341101603,4.37524223,2.382876565,3.061305692,2.229976084,2.17786452,3.074800907,6.305709235,2.974495378
ICGC_SP50131-DO23525-T,5.297822511,2.502383081,3.039332939,5.60378088,4.985492719,1.070605031,5.333916567,1.255854275,3.178212034,2.176025648,3.815507422,1.226743844,1.414881358,2.132112018,8.025676851,3.306109247
ICGC_SP50133-DO23526-T,6.346121535,3.310959693,3.830762206,5.725110465,4.974501588,2.229831799,4.270753314,2.391725467,4.246324678,3.652643026,5.03447299,1.721005329,2.088482367,3.162580508,6.465367766,4.594759827
ICGC_SP50135-DO23527-T,5.229275286,2.585042195,3.086067996,3.878691931,4.89948011,1.111174476,3.959534016,1.261916556,2.855179038,1.400901942,4.992998406,1.186279823,2.01365398,2.574551127,4.948986181,4.479408326
ICGC_SP50137-DO23528-T,5.454218064,2.490207536,2.801242459,4.753204407,4.472527125,3.738888738,4.587494508,1.171034681,3.79164558,2.64160317,3.813771587,1.66946302,1.759271676,3.766603653,5.495650472,3.217213948
ICGC_SP50139-DO23529-T,4.985027571,3.04435236,4.005959474,4.077587925,4.933139035,1.027783662,4.442324344,1.239436117,3.354028592,1.398107597,5.918826815,1.337716774,3.492636553,2.984726446,5.413284599,5.13610545
ICGC_SP50141-DO23530-T,5.612132416,2.709932378,3.582091738,4.100814831,3.842503505,1.502788716,5.176848879,1.750236192,2.675508031,1.571774358,6.305314493,1.192180813,2.675938244,2.08478365,6.306615365,4.203416078
ICGC_SP50143-DO23531-T,5.029862989,2.683695012,3.056309562,3.521982637,5.182388051,1.28499903,3.374906295,1.371562436,2.203588449,1.327700777,4.903033188,1.159020992,2.268978674,2.178472544,4.775126526,3.776060358
ICGC_SP50145-DO23532-T,5.68451702,2.082693576,2.810747094,4.563168895,6.351452211,2.469977883,3.671532901,1.362614715,2.472972261,3.381979987,5.755644739,1.097425943,1.784558712,3.627032901,4.38578743,5.142311795
ICGC_SP50147-DO23533-T,6.175561826,2.940565083,3.262759334,5.21324452,4.720198918,1.079038288,5.058477943,1.033758586,2.469273726,2.363207544,6.553048553,1.077822313,2.094244041,2.852153527,4.912135594,4.698297973
ICGC_SP50149-DO23534-T,5.285542418,2.684640096,2.761852886,3.955336502,6.17459888,1.032701529,3.009079637,1.460092662,2.172449794,3.004822974,5.435030201,1.300816592,2.423341966,4.16311105,4.81838408,4.606245689
ICGC_SP50151-DO23535-T,5.065193297,2.89083477,3.26964375,4.09864256,5.064420208,1.186985542,4.59940859,1.567941858,3.410847977,2.710104626,5.627281423,1.63216114,2.288492137,3.094018145,5.295413134,4.765315843
ICGC_SP50153-DO23536-T,4.835417057,2.976019142,3.335707096,4.282908532,5.358125954,1.014481332,3.709374639,1.189698075,3.07409579,1.784042872,5.12514769,1.567008396,2.051748726,2.920872453,6.014238202,5.054961746
ICGC_SP50155-DO23537-T,5.183139216,2.600019101,4.93949524,4.767516154,3.499428108,3.366830502,6.740237716,1.541623934,4.286758198,3.015347937,3.291962817,2.479024571,1.854294136,2.525594966,6.653125146,3.640824017
ICGC_SP50157-DO23538-T,5.159101253,2.439733606,3.008466475,3.725883585,4.841040098,1.054561431,3.289202635,1.157748961,1.644046769,1.560879966,4.543536691,1.101156757,2.176966991,2.249794461,4.428779565,4.334251908
ICGC_SP50159-DO23539-T,5.351941573,2.486117364,3.418964253,4.576609144,4.817709559,1.014481332,3.883470184,1.179713153,3.253384412,2.764927609,6.73749633,1.336712727,2.089715644,2.139502031,5.416797766,4.852986893
ICGC_SP50161-DO23540-T,6.479918284,2.944414279,3.59769601,4.756794923,4.741298468,1.124795567,3.722568764,1.214676829,3.224871751,2.93967658,7.280583983,1.363017653,1.610701681,2.189346801,5.067152183,5.097494598
ICGC_SP50163-DO23541-T,5.831989247,2.86143363,3.356536853,4.180345902,5.145019768,1.070134571,4.004926223,1.318653803,2.772361367,1.554047801,5.989897841,1.453741207,2.110471176,2.310374803,5.286694802,4.279379093
ICGC_SP50165-DO23542-T,5.687032771,2.930312827,3.647110353,3.731376877,4.455186647,1.06064318,4.309424315,1.425471304,3.023627955,1.935120774,6.333584348,1.077249808,2.928240639,3.277225868,5.330150832,4.921991796
ICGC_SP50167-DO23543-T,5.284273275,2.569244415,3.157798374,4.807859615,5.183136625,1.10174253,4.467374636,1.374833459,3.206687925,2.401678198,4.013824804,1.41223704,2.210673281,4.689987959,5.584642621,2.825062536
ICGC_SP50169-DO23544-T,5.329488829,2.193168904,2.644082379,3.988230853,6.033398369,1.07162109,4.598050524,1.153268926,1.867215171,1.187938001,5.680932298,1.152929756,1.986970432,2.936429682,5.068163096,3.325454914
ICGC_SP50171-DO23545-T,6.242142779,2.319841586,3.626243887,4.85043179,4.578239367,1.052856839,4.354675744,1.2554812,3.718687788,1.665602478,6.442611554,1.356244992,1.65999124,2.238219107,6.011505961,4.535688409
ICGC_SP50173-DO23546-T,6.440486932,2.900660262,3.549231577,4.762596239,5.257815844,1.546369986,5.023283788,1.49801703,3.707874409,2.758856892,4.563762109,1.532597572,2.199859678,2.883236821,4.879292743,3.109205355
ICGC_SP50175-DO23547-T,5.955262793,3.402135505,3.544994209,4.690825534,4.539737394,1.554213483,5.163426063,1.827635095,3.960550569,2.89270039,4.80687625,1.510513201,2.943314257,3.368969164,5.311859433,2.564577887
ICGC_SP50177-DO23548-T,5.259477348,2.474513811,3.37189948,4.246194188,4.911902452,1.07372142,3.461230389,1.272370959,3.159266462,2.396011134,6.613532725,1.467886634,2.48566631,3.365706757,4.460102064,4.599001242
ICGC_SP50179-DO23549-T,5.484985998,2.756431467,3.432903685,4.502890496,4.558974958,1.035955004,4.992851388,1.435350012,3.560048547,2.335135314,4.714849905,1.779484892,2.890209116,2.996615014,5.603187345,2.336901424
ICGC_SP50181-DO23550-T,5.100822858,2.555542891,3.244121664,3.344616745,4.949170042,1.61450545,3.083714964,1.173581416,3.662380175,1.537489423,5.464617432,1.501197846,1.922179502,2.112016614,4.960900274,5.42059098
ICGC_SP50183-DO23551-T,4.972571092,2.680788902,3.218914757,3.001833286,6.044803394,1.333667198,3.368867718,1.368492285,2.274854176,1.390757313,5.310072612,1.081646239,1.833494934,1.985239978,5.071871,3.530310244
